"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "uniprot" "chr"
"evgLocus_143649" 89.5828485173948 -7.80476495897247 1.11117445324818 -7.02388804580381 2.15777729464604e-12 1.68177162344712e-09 "VATH_MANSE" "chr_05"
"evgLocus_850966" 136.769088019076 4.69232287847599 0.673594701628482 6.96609232099337 3.25865347827386e-12 2.38105736340623e-09 "." "chr_07"
"evgLocus_37351" 964.516541941789 -2.53163498168416 0.364739746590124 -6.94093529798135 3.89512394145118e-12 2.67869964702975e-09 "QCR8_MOUSE" "chr_17"
"evgLocus_357575" 77.3779114830549 -5.89912138881716 0.869054926569615 -6.7879730135154 1.13719915206587e-11 7.38610849266784e-09 "." "chr_23"
"evgLocus_485960" 387.857136631109 3.99676002431192 0.594445092483036 6.72351420653033 1.77393179021642e-11 1.0436972427553e-08 "FAXC_DROME" "chr_Z"
"evgLocus_67538" 65.1960885771645 -3.98198505020977 0.592330783432223 -6.72256982346319 1.78547129031785e-11 1.0436972427553e-08 "TBB1_MANSE" "chr_26"
"evgLocus_851053" 69.5447647539023 4.0665990073307 0.60952377447837 6.67176438000453 2.52746131556557e-11 1.40707382096558e-08 "PTN9_RAT" "chr_04"
"evgLocus_349880" 622.022685823546 -6.39672497523403 0.965145307944859 -6.62773255237074 3.40882352912269e-11 1.81147981268061e-08 "CUO6_BLACR" NA
"evgLocus_340780" 153173.389837386 -11.7319957694048 1.7855606994459 -6.57048274698555 5.01523953363935e-11 2.54926806033816e-08 "." "chr_29"
"evgLocus_303721" 438.012948607333 -5.82229293774785 0.900053756181502 -6.46882799806209 9.87659392488732e-11 4.81113581566074e-08 "." "chr_10"
"evgLocus_374005" 49.7140527857175 6.74434596109403 1.04491248347414 6.45446012729251 1.08605366586695e-10 5.07882136306021e-08 "RDH13_HUMAN" "chr_04"
"evgLocus_237218" 153.990331599398 4.1880293948781 0.656129020486868 6.3829357704228 1.73724785192339e-10 7.25363022744154e-08 "." "chr_09"
"evgLocus_440174" 398.880260489261 -5.2469128848724 0.820594222533656 -6.39404073388683 1.61558359815414e-10 7.25363022744154e-08 "." "chr_10"
"evgLocus_483513" 42.9913943477951 4.34902066377435 0.681185410779739 6.38448885567898 1.71970905200387e-10 7.25363022744154e-08 "PTN9_MOUSE" "chr_04"
"evgLocus_822270" 32.6589084434245 4.20561444380054 0.687982588668491 6.11296639343739 9.77959718265195e-10 3.94252657456496e-07 "IF2P_HUMAN" "chr_17"
"evgLocus_538792" 731.007805454963 -2.74302659026458 0.45319204629426 -6.05268034312218 1.42455373819529e-09 5.55148591774703e-07 "ART2_YEAST" NA
"evgLocus_206624" 112.494508339602 -5.78946426383015 0.973908990247429 -5.94456393955178 2.77193757307423e-09 1.04537813441325e-06 "TBB3_DROME" "chr_26"
"evgLocus_455385" 49716.9845573745 -4.14723910958036 0.701988888579703 -5.90784153004366 3.46619202222505e-09 1.22797730096464e-06 "." "chr_Z"
"evgLocus_568018" 139.693176593842 -3.6838004828011 0.623313530895384 -5.91002810015909 3.42049376898317e-09 1.22797730096464e-06 "." "chr_10"
"evgLocus_330610" 753.481337118278 2.95549152035782 0.502214426913102 5.88491959206343 3.98247559869932e-09 1.36938594777629e-06 "." "chr_04"
"evgLocus_228037" 1957.33749656563 -6.14103698901041 1.04823203472451 -5.85847101173965 4.6714813585316e-09 1.56040824464551e-06 "CU19_LOCMI" "chr_13"
"evgLocus_414697" 93.9650151684251 6.11184187287481 1.04422163101719 5.85301213011759 4.82748901448544e-09 1.56772705745415e-06 "." "chr_13"
"evgLocus_357131" 108913.663997486 -3.1785639414719 0.543642585598348 -5.84678983154618 5.01150023145219e-09 1.58349862718669e-06 "." NA
"evgLocus_409110" 357.081396627039 -2.56642066221362 0.440049623166744 -5.83211648664712 5.47286887205309e-09 1.68377131534665e-06 "NDUA5_BOVIN" "chr_10"
"evgLocus_758773" 67.7378491757721 2.63131006420694 0.453684037126722 5.7998735879525 6.63649293023332e-09 1.98941638070148e-06 "PGAP1_DROME" "chr_15"
"evgLocus_649562" 78.6412411480817 5.92271675514818 1.02310986743151 5.78893522942654 7.08340032032487e-09 2.01980568646141e-06 "CU07_LOCMI" "chr_13"
"evgLocus_720881" 41.8649806438505 -6.70980978895118 1.15834619058699 -5.79257724804272 6.93144270292728e-09 2.01980568646141e-06 "." NA
"evgLocus_408532" 116.37238117797 7.5736694757426 1.31531215725343 5.75807760460266 8.50772434969392e-09 2.36572361484159e-06 "CU19_LOCMI" "chr_13"
"evgLocus_490441" 29.1088713818968 -5.12323002158037 0.89093552435415 -5.75039369464391 8.90358729390384e-09 2.36572361484159e-06 "OBSTE_DROME" "chr_11"
"evgLocus_673308" 128.458800717114 8.08039021363598 1.40467452769791 5.75249999505492 8.79332709043244e-09 2.36572361484159e-06 "TBB3_DROME" "chr_26"
"evgLocus_692585" 552.611885811705 -6.97316860448487 1.21543621361901 -5.73717363885514 9.62695456978444e-09 2.50108279723e-06 "CU19_LOCMI" "chr_13"
"evgLocus_145566" 53.7640517724545 5.09311942937832 0.892631389497288 5.70573642077125 1.15841142328017e-08 2.94412781512358e-06 "." NA
"evgLocus_758617" 178.315120184359 2.71027391764929 0.477323100676285 5.67806987302582 1.36223072640498e-08 3.38847647285121e-06 "CAD96_DROME" "chr_13"
"evgLocus_470813" 91.9498936942613 -3.13299712865406 0.552469101742766 -5.6709001802472 1.42049149024775e-08 3.45978458593468e-06 "CCD86_PONAB" NA
"evgLocus_772" 273.507361154822 2.99566772919244 0.533190842413586 5.61837805696737 1.92758364850743e-08 4.59905723157149e-06 "." "chr_29"
"evgLocus_251405" 1245.41502123557 2.93963014014315 0.528002537496595 5.56745456959495 2.58487440383512e-08 6.04395333104729e-06 "." NA
"evgLocus_222713" 26.4876987164389 5.8130826154411 1.05533795565966 5.50826641292128 3.62384688398423e-08 8.30713606287443e-06 "E75_MANSE" "chr_20"
"evgLocus_155563" 237.262364194593 -2.80483221294627 0.510301412425271 -5.49642259388614 3.87573099642116e-08 8.54927756210561e-06 "T2AG_DROME" "chr_08"
"evgLocus_438074" 210.543825701051 -9.02166993176242 1.6407621024117 -5.4984631339923 3.83115613875316e-08 8.54927756210561e-06 "CU19_LOCMI" "chr_13"
"evgLocus_425895" 120.489794663174 -2.89177283470448 0.526558862384005 -5.49183204630137 3.97785592247465e-08 8.61205807215762e-06 "." "chr_18"
"evgLocus_340863" 801.200521821501 3.13709407282856 0.572173679446825 5.48276543559552 4.18728054395281e-08 8.90063578897314e-06 "." "chr_29"
"evgLocus_449836" 57.0686137895945 6.91866912078302 1.26639913197157 5.46326110474495 4.67466229064632e-08 9.26296217626205e-06 "CU07_LOCMI" "chr_13"
"evgLocus_509560" 84.8046280574267 3.29587441889202 0.602712025737978 5.46840659908263 4.54099245545947e-08 9.26296217626205e-06 "." "chr_17"
"evgLocus_623193" 49.520017457859 2.87714169124214 0.526435871761557 5.46532226539704 4.62066564443561e-08 9.26296217626205e-06 "." "chr_07"
"evgLocus_766150" 3527.17946328084 -2.14726342464962 0.39294046689287 -5.4646024158032 4.63945462083664e-08 9.26296217626205e-06 "ART2_YEAST" NA
"evgLocus_484577" 32.452539176332 -3.5829581425532 0.657064922761525 -5.45297430807092 4.95342281508013e-08 9.65174435518363e-06 "." "chr_17"
"evgLocus_470657" 62.8607801489512 -5.42977528552218 0.999353226287661 -5.43328939427392 5.53245723498611e-08 1.06032717269217e-05 "CU19_LOCMI" "chr_13"
"evgLocus_483498" 536.341249753909 2.86627046977692 0.530532583483748 5.40262852651863 6.56713701489829e-08 1.23832901356735e-05 "." "chr_28"
"evgLocus_356410" 1412.82394135148 -6.55368747583435 1.21676908309825 -5.38613905207611 7.19872783256021e-08 1.31500511078846e-05 "EF2_BOMMO" "chr_14"
"evgLocus_758631" 48.8741356826866 -3.52576083725573 0.654584408029182 -5.38625850846503 7.19394746787703e-08 1.31500511078846e-05 "POLX_TOBAC" "chr_06"
"evgLocus_126986" 24.2141033276826 -4.54420113322634 0.847562686657635 -5.361492671588 8.25370716893365e-08 1.48452446941543e-05 "." NA
"evgLocus_224341" 37.7270012571175 3.4365219628329 0.64339665039325 5.34121829936862 9.23239971901953e-08 1.63539371386451e-05 "." "chr_07"
"evgLocus_112519" 92.2345920258914 -2.64704716201686 0.496046157385607 -5.33629204178905 9.48665616893174e-08 1.65535070553703e-05 "T2AG_DROME" "chr_08"
"evgLocus_84276" 801.837295019214 -10.9438098367252 2.05191804111967 -5.33345368451143 9.63621500052085e-08 1.65672043486896e-05 "TYB_CAEEL" "chr_18"
"evgLocus_409285" 1003.87669598484 -2.99239825882844 0.563291664668038 -5.31234251547453 1.08224943078727e-07 1.83370697033825e-05 "." "chr_18"
"evgLocus_242764" 44.3822473710705 -3.93133299457648 0.745673043292006 -5.27219406674591 1.34802424618848e-07 2.25139306602708e-05 "." "chr_12"
"evgLocus_284416" 19168.1045339952 -2.91923802837949 0.554448697502157 -5.2651183807103 1.4009905175116e-07 2.30689861129974e-05 "." "chr_Z"
"evgLocus_558289" 1045.3635112313 3.75928070969659 0.715160161462095 5.25655777862543 1.46776677746632e-07 2.38328630491093e-05 "." NA
"evgLocus_464388" 61.3208279031387 -5.98295777206342 1.14086769046112 -5.24421703067533 1.56947371849719e-07 2.51352290999324e-05 "HARB1_XENLA" "chr_20"
"evgLocus_477554" 7096.80851129266 -2.96390506076272 0.567273121761747 -5.22482900574928 1.74316122317221e-07 2.75395917028464e-05 "CUO6_BLACR" NA
"evgLocus_45877" 90.5703977936655 -3.22372225342812 0.618466329978935 -5.21244584735586 1.86366980503945e-07 2.90508849209549e-05 "RBM12_HUMAN" "chr_02"
"evgLocus_28662" 61.6053546363522 -5.02816233671097 0.965312226864451 -5.208845590865 1.90019159643828e-07 2.9230447307842e-05 "HARB1_XENLA" "chr_20"
"evgLocus_121488" 870.535362436619 -3.53982578500919 0.680391633297874 -5.20262979697675 1.96488034595386e-07 2.98330079539566e-05 "." NA
"evgLocus_605346" 126.390669111103 3.14187162076857 0.604714019327005 5.19563218373075 2.04025303585938e-07 3.05802541567076e-05 "TBB1_MANSE" "chr_26"
"evgLocus_486212" 27.5015674052073 3.66863543014762 0.707596218279794 5.18464533214476 2.16426323759298e-07 3.16280018883744e-05 "ARSI_MOUSE" "chr_17"
"evgLocus_766427" 261.165407856417 2.40898292861739 0.464496542072025 5.1862236000109 2.1460113292244e-07 3.16280018883744e-05 "." "chr_18"
"evgLocus_421249" 240.43624597313 2.5605934012763 0.495468196264581 5.16802777772832 2.36577155000838e-07 3.41459693717876e-05 "." "chr_09"
"evgLocus_560936" 116.318914455442 -3.36757380370172 0.6536442283281 -5.15199807135962 2.57725687165397e-07 3.66400177721865e-05 "DHB13_HUMAN" NA
"evgLocus_761606" 18226.3953654505 -3.95935031171135 0.768767010340334 -5.15026042800476 2.60125008561413e-07 3.66400177721865e-05 "NAGAB_CHICK" "chr_27"
"evgLocus_644349" 739.414369275809 -6.96931676257504 1.36743500497849 -5.09663474841693 3.45744490125784e-07 4.81202242150064e-05 "." "chr_06"
"evgLocus_114941" 683.950161094892 -3.33019887719507 0.653757076185756 -5.09393932165844 3.50699049909004e-07 4.8235559911602e-05 "." NA
"evgLocus_434717" 9945.46648167798 -3.07075911793455 0.603631409789955 -5.08714269690353 3.6349833610102e-07 4.94146400855468e-05 "TBB1_BRUPA" NA
"evgLocus_356824" 150733.413436116 -8.82611960095916 1.74013792110483 -5.0720804908127 3.93489877045617e-07 5.2876898305061e-05 "." "chr_29"
"evgLocus_320751" 35.0555943580314 6.20371848854928 1.22556396175165 5.0619295949944 4.1503430127028e-07 5.51382501835323e-05 "JUPIT_DROGR" "chr_09"
"evgLocus_178560" 64.5527865501207 -5.88404084997074 1.16330357915014 -5.05804413863266 4.23578406343344e-07 5.56410690849443e-05 "." "chr_17"
"evgLocus_222628" 27.869718067762 3.04772889152484 0.603334171681172 5.05147733143051 4.38405972420238e-07 5.63231233358791e-05 "HMDH_AGRIP" "chr_24"
"evgLocus_665822" 156.756756011619 -8.59234002386939 1.7004359020586 -5.05302200069245 4.34873782272799e-07 5.63231233358791e-05 "NDUA1_MOUSE" NA
"evgLocus_147195" 810.059064473539 -2.69071005809956 0.534197110520185 -5.03692364692768 4.73073374566522e-07 6.01163132832306e-05 "SELM_HUMAN" "chr_20"
"evgLocus_364651" 1520.20979491214 -2.57550154092831 0.514454041682313 -5.00628109073879 5.54917048246765e-07 6.9201390343331e-05 "QCR10_HUMAN" NA
"evgLocus_456264" 37.4564620833356 -6.5437500589856 1.30724266370984 -5.00576537214215 5.56404986081012e-07 6.9201390343331e-05 "." "chr_Z"
"evgLocus_368063" 76.6984662204459 -4.03723687374087 0.807645853890222 -4.99877124892617 5.76968005717953e-07 7.10035047878799e-05 "." "chr_10"
"evgLocus_36953" 731.506195091575 -2.38364600869127 0.478586086978994 -4.98060030064329 6.33873389159091e-07 7.71938936735305e-05 "NDUA6_PONPY" "chr_12"
"evgLocus_120224" 432.603137215072 -10.0539797940751 2.02829551971021 -4.95686141214352 7.16410395112634e-07 8.57690398449943e-05 "PLCX3_MOUSE" "chr_18"
"evgLocus_340809" 141.646349623992 -2.58843705587071 0.522265512426597 -4.95617074894353 7.18960388744286e-07 8.57690398449943e-05 "SKEL1_DROME" "chr_29"
"evgLocus_341965" 25934.2453793922 -4.09062007708301 0.828038295978897 -4.94013392490154 7.80689315351689e-07 9.21923109674404e-05 "CUO6_BLACR" NA
"evgLocus_2066" 202.966269567973 2.42936411046994 0.494914672582579 4.90865243051485 9.17043374662859e-07 0.000107211540931835 "CATO_HUMAN" "chr_27"
"evgLocus_415448" 8622.47969642814 -3.3875583979017 0.693015118637819 -4.88814501559538 1.01790540983099e-06 0.000116669923003275 "CUPP_BOMMO" NA
"evgLocus_446537" 148.831138648501 7.0805398160076 1.44795851965568 4.89001564609137 1.00827963054574e-06 0.000116669923003275 "TRET1_BOMMO" "chr_10"
"evgLocus_3557" 1509.12066514205 -2.04416682263995 0.419086597022287 -4.87767167254753 1.07345409952366e-06 0.000120773487530606 "SRSF7_HUMAN" "chr_19"
"evgLocus_358556" 9210.6902078274 -3.44306960286797 0.706452719022553 -4.87374386162997 1.09502948235773e-06 0.000120773487530606 "." "chr_20"
"evgLocus_362057" 1868.20121788927 -6.58841193020489 1.35172623451384 -4.87407269459003 1.09320732168678e-06 0.000120773487530606 "." "chr_09"
"evgLocus_495618" 7998.59476460508 -2.73798505447847 0.561454752952804 -4.87659074943947 1.07935043643583e-06 0.000120773487530606 "." NA
"evgLocus_368422" 29.1361188195 -3.04316739398285 0.624796594432908 -4.87065297906267 1.11230043761316e-06 0.000121531816973228 "MOC2B_ANOGA" "chr_08"
"evgLocus_366997" 222.33519191563 -3.75412117889671 0.771494414861231 -4.86603805106219 1.13857605962116e-06 0.000123250858453991 "TBB1_MANSE" "chr_26"
"evgLocus_686197" 496.497149349678 3.30111926509215 0.679750868291306 4.85636638227502 1.19559393275554e-06 0.000128235675851789 "." "chr_09"
"evgLocus_475610" 736.39777671226 2.11551659348017 0.438129904643091 4.82851449093279 1.37555325897928e-06 0.000145315769955168 "." "chr_16"
"evgLocus_643221" 16.4843755160497 5.11026734265302 1.05848324161704 4.82791521086916 1.37969809811168e-06 0.000145315769955168 "CL190_DROME" "chr_20"
"evgLocus_471590" 30.958637035762 -6.27407361918464 1.30346876860249 -4.81336704822731 1.48408347190673e-06 0.00015491446312555 "." "chr_10"
"evgLocus_237874" 41.1561345124457 4.77577530245181 0.992690233072267 4.81094216840566 1.50220481847334e-06 0.000155418376396211 "KCNK1_HUMAN" "chr_18"
"evgLocus_168370" 15.7975069287039 4.27509035410063 0.893640378555325 4.78390464071444 1.71922271412189e-06 0.000172049063616663 "HEXC_BOMMO" "chr_19"
"evgLocus_272453" 18.5003559463905 -5.51362664539494 1.15233760916376 -4.78473201043583 1.71215621425537e-06 0.000172049063616663 "." NA
"evgLocus_423217" 49.4339973949858 -2.1874384332907 0.456868768979389 -4.78789223911557 1.68542101994923e-06 0.000172049063616663 "RBP1_DROME" "chr_11"
"evgLocus_43400" 26.6775953288154 5.80034484539228 1.21254755851403 4.78360193351969 1.72181510932766e-06 0.000172049063616663 "." "chr_Z"
"evgLocus_497015" 69.0537754393281 -7.40866835791522 1.54962374725209 -4.78094658206731 1.74471722083367e-06 0.00017286007651497 "." NA
"evgLocus_362781" 295.151988892148 -9.50135855408798 1.99141135689198 -4.77116820751533 1.83160498751529e-06 0.000179943646294465 "CD63_RABIT" "chr_17"
"evgLocus_476000" 6456.5839876621 -7.501207582726 1.5761071466664 -4.75932591168797 1.9424057649962e-06 0.000189238881654755 "RTN1A_XENLA" "chr_19"
"evgLocus_734546" 162.22560894563 3.58661745611775 0.755061922784706 4.75009710844658 2.03318989511002e-06 0.000196446471601084 "AL1B1_HUMAN" "chr_19"
"evgLocus_634509" 2883.43173302359 -2.42450721930236 0.511309747243239 -4.74175826370268 2.11871341738744e-06 0.000203031791497349 "RL29_DROME" "chr_15"
"evgLocus_202034" 2622.96789963306 -4.63978440655342 0.980276516075118 -4.73313838541234 2.21074651257716e-06 0.000208434173214029 "." "chr_16"
"evgLocus_312660" 75.5821145598463 -3.07611204860348 0.649718139855204 -4.7345331150659 2.19559923095104e-06 0.000208434173214029 "." "chr_08"
"evgLocus_125170" 63.8462539411245 -2.90573014067665 0.614520251528918 -4.72845302241421 2.26236955643946e-06 0.00021159489987467 "." "chr_15"
"evgLocus_311184" 183.757552919261 -2.92208078547089 0.618562107476648 -4.72398931352452 2.31262574350541e-06 0.000214578631486681 "." "chr_05"
"evgLocus_707302" 87.0000266146908 -7.74810597005201 1.6418543116531 -4.71911905645931 2.36868167727655e-06 0.000218049271567245 "." "chr_13"
"evgLocus_603644" 239.738772995933 2.65286782223553 0.563079753150001 4.71135360025779 2.46076841603025e-06 0.000224756590248513 "E74EB_DROME" "chr_11"
"evgLocus_183079" 216.038791132721 2.77030775948633 0.589475386437858 4.69961566372946 2.60651564238338e-06 0.000232616598283237 "SCRB1_BOVIN" NA
"evgLocus_201768" 36.3310827603507 -3.64271981961314 0.774686936104164 -4.70218310112737 2.57394518122185e-06 0.000232616598283237 "." "chr_26"
"evgLocus_694608" 145.141395655518 -2.48201597620955 0.527980360890549 -4.70096268736798 2.58937831316636e-06 0.000232616598283237 "MIC13_DROME" "chr_06"
"evgLocus_160981" 18.226989172046 -5.50512419927387 1.1718270895098 -4.69789805045108 2.62852569956827e-06 0.000232803742073126 "." "chr_17"
"evgLocus_341473" 124604.813778545 -3.61482250277183 0.769736975804568 -4.69617884601871 2.65073471599083e-06 0.000233005560636457 "." "chr_16"
"evgLocus_446870" 1146.62531684192 -2.64658527118425 0.565019956930388 -4.68405626867143 2.8125274393866e-06 0.00024538252458111 "PDIA6_DROME" "chr_10"
"evgLocus_664823" 78.8514742928736 -7.60635943093254 1.62620779901819 -4.67736007386315 2.90591733943145e-06 0.000251652441594764 "." NA
"evgLocus_26468" 64.7367170834311 -2.44317118653591 0.522953982501966 -4.67186648975702 2.98474954740631e-06 0.0002565787276377 "RBP1_DROME" "chr_11"
"evgLocus_238397" 1031.70101823634 -2.53860044015499 0.545236130139501 -4.65596518613959 3.22466424871987e-06 0.000275179195122511 "PA23_HELSU" NA
"evgLocus_563496" 472.272885089404 -3.02282964375756 0.650916788451607 -4.6439571038692 3.41798557770291e-06 0.000289562821658875 "ARMET_DROMO" "chr_15"
"evgLocus_136604" 54.3112163529983 2.7956265535462 0.60327117513705 4.63411259938135 3.58471850091237e-06 0.000301503194202636 "." "chr_17"
"evgLocus_606975" 183715.241607496 -3.30669187917101 0.715015614134049 -4.62464289423347 3.75244323602912e-06 0.000313355813374403 "." "chr_22"
"evgLocus_164721" 23.0563632026579 -5.81024337076814 1.25782467555724 -4.61927920772751 3.85075396390608e-06 0.000319284855262596 "." "chr_26"
"evgLocus_609290" 62.2758844487208 -7.26108938193891 1.57271524595215 -4.61691294760923 3.89490555460734e-06 0.000320671414358552 "CU19_LOCMI" "chr_13"
"evgLocus_262793" 34.7286879555349 -3.38490270435716 0.73374181202608 -4.61320678320134 3.96503477399303e-06 0.000324162388410857 "." "chr_05"
"evgLocus_760737" 242.669409959113 2.96743655348445 0.64459514267243 4.60356642028319 4.15316657548819e-06 0.000337185211347448 "." NA
"evgLocus_17978" 497.196017053668 -2.95255359193856 0.642313243478631 -4.59675029577183 4.29131392024366e-06 0.000345998283045301 "ATP5L_PONAB" "chr_10"
"evgLocus_349268" 41.6216077196064 -4.71665327328642 1.02692951558166 -4.59296689959767 4.36988396364621e-06 0.000349919954924574 "SP77B_DROME" NA
"evgLocus_343953" 90.1589947516232 -7.79635468691952 1.70370121727042 -4.57612790780911 4.7366101142443e-06 0.000376705502351225 "." NA
"evgLocus_33705" 18.6862891127479 -5.53511812196352 1.21041170418493 -4.57292184372155 4.80969582437537e-06 0.000379639728744159 "." NA
"evgLocus_399136" 201.535237701686 -2.01103636072976 0.43989065931924 -4.5716732513529 4.83845005413393e-06 0.000379639728744159 "COPT1_PONAB" "chr_11"
"evgLocus_146077" 72.4925868379861 -2.14397768185171 0.469505891245495 -4.56645533491436 4.96040670598535e-06 0.000384053740395197 "SRSF2_PANTR" "chr_15"
"evgLocus_825381" 90.4940731756501 -3.67176392318514 0.803976009158845 -4.56700682776181 4.94737902158138e-06 0.000384053740395197 "ACE_DROME" "chr_06"
"evgLocus_251519" 958.932034442748 4.20750137799838 0.921819823856688 4.5643424768141 5.01062256493773e-06 0.000385065332940126 "." "chr_06"
"evgLocus_607914" 49.6585172918418 -4.42727725058867 0.970225398452238 -4.56314301568617 5.03934615856978e-06 0.000385065332940126 "HARB1_XENLA" NA
"evgLocus_1692" 856.039912558599 -2.49691594699929 0.54742931152112 -4.56116597056379 5.08703507401006e-06 0.000386185240586049 "SEC13_MOUSE" "chr_08"
"evgLocus_809306" 332.447075828 -2.01593598905131 0.44244867178028 -4.55631606021054 5.20585854934863e-06 0.000392656079357644 "." "chr_13"
"evgLocus_341111" 15.7757803204889 -5.29017952879892 1.16199924121951 -4.55265316976192 5.29735660882608e-06 0.000396996128934523 "." NA
"evgLocus_398935" 12.8626967215601 4.73335695704936 1.04097384998796 4.54704693792655 5.44038684587553e-06 0.000405118233217393 "CHM4B_XENLA" NA
"evgLocus_643441" 109.787335428576 -3.78944067860121 0.834358230660983 -4.5417430299683 5.57910209354162e-06 0.000412818244149336 "." "chr_18"
"evgLocus_322158" 47.3566173031159 2.6310186911686 0.579649741955833 4.53898018187865 5.65269478734758e-06 0.000415633048797991 "." "chr_09"
"evgLocus_5093" 101.455615151978 -2.64168635956317 0.582188779895537 -4.5375081945708 5.69228192332172e-06 0.000415927924784714 "FA32A_XENTR" "chr_13"
"evgLocus_1591" 4638.14266756039 -4.55538940305102 1.00498629126342 -4.53278760382312 5.82103392546845e-06 0.00042008461495464 "." "chr_16"
"evgLocus_883307" 16.679468982802 -5.33734162967736 1.17732630560961 -4.53344294121903 5.80299472036883e-06 0.00042008461495464 "MPP2_RAT" "chr_01"
"evgLocus_739606" 43.2423594117306 -6.73556211123548 1.48990294841757 -4.52080594805812 6.16046403550658e-06 0.000441852668951579 "." NA
"evgLocus_357623" 259.884973443488 -6.04476280941894 1.34048360537134 -4.50938958536865 6.50144212045124e-06 0.000463465608720704 "." "chr_13"
"evgLocus_92097" 89.1285960519323 -5.6059524944414 1.24550210281337 -4.50095787215337 6.76479139262461e-06 0.000479316219219238 "." "chr_17"
"evgLocus_750045" 55.1155880369519 -2.02839070830514 0.451106452576345 -4.49647903886247 6.9087986937817e-06 0.000486570876680734 "NDUAC_CAEEL" "chr_24"
"evgLocus_170652" 223.072456145202 4.27012542615975 0.95056887003859 4.49217890544469 7.04981613679529e-06 0.000490591669376629 "." "chr_28"
"evgLocus_734540" 479.912143892125 2.54548163069542 0.566536169354394 4.49306111134293 7.02066270157987e-06 0.000490591669376629 "." "chr_14"
"evgLocus_378210" 40.8881642808755 -2.55338010758794 0.568890509000289 -4.48835068821064 7.17767041379526e-06 0.000496533401228878 "CHCH7_HUMAN" "chr_26"
"evgLocus_720767" 106.538755329037 -3.5428320615845 0.792408506255676 -4.47096672185568 7.78668153700887e-06 0.000535494669701004 "ETS4_DROME" "chr_17"
"evgLocus_483640" 25.9908617888508 2.7225945301749 0.610336517827843 4.46080883356689 8.16509007607376e-06 0.000552176776463017 "ATS7_RAT" NA
"evgLocus_51471" 19.0548628353638 4.55842804329726 1.02191896866526 4.46065508427841 8.17095050278863e-06 0.000552176776463017 "H6ST1_CRIGR" "chr_11"
"evgLocus_483705" 26.8745134142199 5.80686141210097 1.30397315256874 4.4532062647623 8.45974139312742e-06 0.000568407107052027 "HPCD_METS5" "chr_26"
"evgLocus_377537" 79.5206133800575 -2.42303101860203 0.545292870425106 -4.44354061829756 8.84904409695572e-06 0.00059116671164291 "FA32A_XENTR" "chr_13"
"evgLocus_131399" 12.0480223666795 4.6257200546981 1.0459649196304 4.42244282564718 9.75911791083727e-06 0.000644598008449709 "ERCC3_DROME" "chr_07"
"evgLocus_256751" 12.0480223666795 4.6257200546981 1.0459649196304 4.42244282564718 9.75911791083727e-06 0.000644598008449709 "." "chr_17"
"evgLocus_468985" 507.025683998934 -3.39370551181363 0.767598245023806 -4.42120019660595 9.81541804907662e-06 0.000644674451751431 "PLCX3_MOUSE" "chr_18"
"evgLocus_488544" 13.5514364723221 4.2918209667244 0.971779452153556 4.41645576803803 1.00332420080009e-05 0.00065529962187452 "CD63_HUMAN" "chr_20"
"evgLocus_522275" 350.604051297638 -4.65199845422041 1.05409761869509 -4.41325202876305 1.01829337748358e-05 0.000657727506970193 "." "chr_17"
