"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "uniprot" "chr"
"evgLocus_521625" 9614.57524944992 10.0165858805464 1.28462626214196 7.79727627850685 6.32576473224025e-15 4.91846813122068e-12 "." "chr_23"
"evgLocus_871" 59.6160664763209 -5.16071218284756 0.662616394226043 -7.7883859014316 6.78706215405367e-15 4.98396597512675e-12 "." NA
"evgLocus_451316" 229.249550936205 8.36512556976566 1.08336811611195 7.72140645950234 1.15053021679682e-14 8.00405705558969e-12 "." "chr_05"
"evgLocus_739106" 1631.47355281098 9.12227759460698 1.18351951680242 7.70775425761724 1.28051015154254e-14 8.46289159154464e-12 "." "chr_23"
"evgLocus_723823" 1608.36488052622 10.0661532917431 1.30816666591273 7.69485536823382 1.41654314479714e-14 8.91612727996599e-12 "." "chr_16"
"evgLocus_835244" 37.5917775245249 -4.77370788074149 0.638716080597269 -7.47391215871307 7.78451149031255e-14 4.67707603995233e-11 "." NA
"evgLocus_12870" 143.09166849374 -8.07490146439924 1.08712072180459 -7.42778727554297 1.104293619648e-13 6.34632741935096e-11 "." NA
"evgLocus_43021" 558.743521654247 -4.093874394305 0.561674579528747 -7.28869445674365 3.12972924528957e-13 1.6547504465695e-10 "." "chr_13"
"evgLocus_5517" 76.5933291687234 -5.80734345633043 0.796342750695673 -7.2925175136676 3.04216006215148e-13 1.6547504465695e-10 "RTBS_DROME" NA
"evgLocus_727531" 13116.5838859846 9.79205686210418 1.35032961052436 7.25160493096328 4.11861759873526e-13 2.09384182384933e-10 "." "chr_23"
"evgLocus_225808" 40.2411323369458 -4.51968880416092 0.633154804112106 -7.13836296401324 9.44489639159428e-13 4.45866573228904e-10 "." NA
"evgLocus_262316" 104.771510435712 -5.57135275970864 0.780003788976184 -7.14272525140099 9.14984015704571e-13 4.45866573228904e-10 "." NA
"evgLocus_469346" 12163.0738521444 8.21181040746564 1.15184639783425 7.12925822653595 1.00911262444341e-12 4.59946574823896e-10 "LIPHB_XENLA" "chr_07"
"evgLocus_423277" 81.0859452874329 -5.67922180183812 0.802853750331005 -7.07379370090338 1.50754356374971e-12 6.64223694188122e-10 "." NA
"evgLocus_692346" 497.033110742829 7.61529183473243 1.08026698693768 7.04945344698548 1.79621914240119e-12 7.65884665298674e-10 "." "chr_18"
"evgLocus_345381" 390.42492405693 -7.18715185128622 1.02110229039984 -7.03862083050651 1.94151898494568e-12 8.01968685719124e-10 "." NA
"evgLocus_463960" 2948.37044871178 -12.3458620770989 1.76262860319764 -7.00423336754087 2.48341876870469e-12 9.94722099537533e-10 "." "chr_16"
"evgLocus_33705" 124.396199715619 -5.41005481686376 0.775143349459085 -6.97942492912961 2.96390753224489e-12 1.15226264003567e-09 "." NA
"evgLocus_512844" 78530.3914700594 10.1216004560761 1.4528677380936 6.96663584075264 3.2460946121877e-12 1.22591081668277e-09 "." "chr_23"
"evgLocus_237603" 304.595170259275 -6.4516087027723 0.936716650539586 -6.88747093270512 5.67929724994409e-12 2.04810339675201e-09 "." NA
"evgLocus_614166" 12404.3617600025 9.59285904399584 1.3930697872953 6.88612956183676 5.73307805112908e-12 2.04810339675201e-09 "." "chr_17"
"evgLocus_477876" 32487.4013509538 9.61062611541654 1.39770130641671 6.87602284643727 6.15466340210837e-12 2.14085107497549e-09 "." "chr_17"
"evgLocus_238041" 61.408548678679 -5.12313411805868 0.746789387438281 -6.86021280462034 6.87580437401785e-12 2.33036877476328e-09 "." NA
"evgLocus_449914" 261.105909893956 -5.67785699044427 0.835556967315819 -6.79529608697307 1.08090302843974e-11 3.57184405747913e-09 "." NA
"evgLocus_642628" 31.0910335330786 -4.59653816591362 0.677749065958512 -6.78206492164312 1.18470210566359e-11 3.81936400796618e-09 "." NA
"evgLocus_550388" 28214.5877234381 9.31056306160428 1.38691194147928 6.71316093195769 1.904528600242e-11 5.9938235804759e-09 "." "chr_17"
"evgLocus_471528" 666.753452553061 9.09474436366324 1.36445666928799 6.66546953697631 2.63820530128544e-11 8.10972038892813e-09 "." "chr_23"
"evgLocus_228380" 156.122930458218 6.96390129515474 1.06388786338142 6.54570987681064 5.9213435293881e-11 1.77882542662391e-08 "." "chr_16"
"evgLocus_738537" 1383.47992655427 8.21703818062684 1.27255349147211 6.45712595634877 1.06710080626591e-10 3.13443076827173e-08 "." "chr_23"
"evgLocus_359151" 187.641260920762 7.20059751936232 1.12224363850902 6.4162515805648 1.39670564837119e-10 4.01340331742835e-08 "." "chr_16"
"evgLocus_464665" 7478.47709250432 8.9693357035292 1.40775630017049 6.3713696059772 1.8734753747001e-10 5.26885053250764e-08 "." "chr_23"
"evgLocus_359118" 1127.251152196 -9.04069672640679 1.42455136985475 -6.34634658863065 2.20488200920046e-10 6.07169383283577e-08 "." NA
"evgLocus_490053" 2114.0197929666 -8.0984562969301 1.28574827089347 -6.2986328508165 3.00282300403346e-10 8.10026825863555e-08 "." "chr_20"
"evgLocus_514433" 4048.07886560133 7.2525706029783 1.16711097748703 6.21412251523346 5.16122481388029e-10 1.36442139179739e-07 "LIPHB_XENLA" "chr_07"
"evgLocus_735966" 21.6812044086736 4.75248080217467 0.769499142930261 6.17607029954208 6.57167347051499e-10 1.70322313594641e-07 "PIMT_CHICK" "chr_19"
"evgLocus_804631" 22.2772229151366 -4.95648927250598 0.807664760416466 -6.13681506910145 8.4192296559354e-10 2.14010341523373e-07 "." NA
"evgLocus_726225" 4935.95863904302 8.58776333154111 1.40434915501583 6.11511980540503 9.64844496152715e-10 2.4062857641786e-07 "." "chr_23"
"evgLocus_449428" 523.258164310562 -6.06710458564264 0.994954872480416 -6.09786911291503 1.0749170138748e-09 2.63115797951799e-07 "." "chr_02"
"evgLocus_469171" 688.771100229986 2.9413230834839 0.483201724154531 6.08715353536952 1.14935740539676e-09 2.76221930627898e-07 "MPCP_CHOFU" NA
"evgLocus_583735" 281.225388733138 -6.89500404753349 1.14268581845182 -6.0340330965823 1.59917289467466e-09 3.77461916460887e-07 "MPP5_HUMAN" "chr_16"
"evgLocus_476842" 18.0844966805984 -4.65114369566893 0.771329939728145 -6.03003132136712 1.63927905220104e-09 3.80140184420936e-07 "." NA
"evgLocus_224651" 23.4607190512985 -4.28695853795619 0.717042079227118 -5.97867079513241 2.24965665066061e-09 5.12688993248826e-07 "." NA
"evgLocus_137185" 62.4475524452421 6.90062976378913 1.16512579486234 5.92264783272132 3.16798794687374e-09 7.09736689521646e-07 "1433Z_BOMMO" "chr_10"
"evgLocus_363917" 49.20841624653 3.9989071442653 0.676868083987578 5.90795642292198 3.46377609231922e-09 7.63069873137925e-07 "." NA
"evgLocus_456264" 908.068852868994 -7.00787483344967 1.18736165052355 -5.90205589877325 3.58999476783891e-09 7.77910669529421e-07 "." "chr_Z"
"evgLocus_822239" 31.3890132147284 -4.30904480859677 0.730486502205001 -5.89886985671844 3.65999769879968e-09 7.80287896495712e-07 "RTBS_DROME" "chr_12"
"evgLocus_125549" 510.747709251339 -2.86306414032525 0.488152922850429 -5.86509678894721 4.48870781147076e-09 9.41773648444769e-07 "RPAB4_HUMAN" "chr_10"
"evgLocus_312443" 1251.68172666447 -11.1009736449623 1.90496410291282 -5.82739256240481 5.63000714044763e-09 1.16277241222558e-06 "." "chr_01"
"evgLocus_52086" 130.263073041126 -7.48569884839858 1.28808890884546 -5.81147682973855 6.19241051824937e-09 1.25925049584954e-06 "RTJK_DROME" "chr_13"
"evgLocus_455880" 41491.034030867 -9.73959639707395 1.69253701078865 -5.75443629001394 8.69313813094608e-09 1.74099848204311e-06 "." "chr_16"
"evgLocus_131923" 28.415522296608 5.16449056637091 0.898429511846441 5.74835365298377 9.01165970241195e-09 1.7778525066639e-06 "TBB1_MANSE" "chr_26"
"evgLocus_256312" 449.312765191612 -3.43885019308192 0.598869066071861 -5.74224047943941 9.34320060063263e-09 1.81615331675238e-06 "." "chr_02"
"evgLocus_160981" 26.9265853826753 -3.7306745572087 0.653577994739549 -5.70807858776729 1.1425866515477e-08 2.18879860292138e-06 "." "chr_17"
"evgLocus_108218" 52.6003391646805 6.8951678545895 1.21523651378038 5.67393077512118 1.39557545518516e-08 2.63524519523393e-06 "TBB1_MANSE" "chr_26"
"evgLocus_827477" 49.4839238209003 5.59596874593455 0.987143011556847 5.66885312504924 1.43756531326986e-08 2.67630117053536e-06 "MYRO1_BREBR" NA
"evgLocus_842404" 1965.86085607449 -9.15988672337379 1.61655233301112 -5.66631004534933 1.45905413954629e-08 2.67858022451706e-06 "." "chr_14"
"evgLocus_516330" 46.9155107541555 -2.40041292396194 0.427423217957935 -5.61600966702324 1.95417732512267e-08 3.53839943609198e-06 "DNJC1_MOUSE" "chr_20"
"evgLocus_660333" 50.0316442576073 -4.13383861180286 0.738024122166772 -5.60122425221859 2.12843165555111e-08 3.80183913825333e-06 "." NA
"evgLocus_497015" 1866.39092006998 -7.14728541262396 1.27796946246441 -5.59268873204629 2.23579907299554e-08 3.94037228624733e-06 "." NA
"evgLocus_196844" 9.41973703806064 4.38489614048751 0.789633251452895 5.5530793978337 2.8068050734478e-08 4.85104680942104e-06 "CUL4B_MOUSE" NA
"evgLocus_397473" 130.537013223725 5.19269725382855 0.935302094148047 5.55189311166731 2.82592377307777e-08 4.85104680942104e-06 "." "chr_20"
"evgLocus_251811" 16.4496296890209 -4.99011893488384 0.904551195044213 -5.51667938998183 3.45464836183987e-08 5.8169897105779e-06 "." NA
"evgLocus_350885" 176.37958118528 -8.30166389215559 1.50573827424569 -5.51335118071192 3.52064742658672e-08 5.8169897105779e-06 "." "chr_18"
"evgLocus_689513" 73.9303322097112 -3.9285935552836 0.712366747408809 -5.51484690936743 3.49083690286446e-08 5.8169897105779e-06 "." "chr_Z"
"evgLocus_301502" 107.839273812763 -2.2858626378984 0.415699773359262 -5.49883060899068 3.82318178307371e-08 6.2388662726751e-06 "." "chr_19"
"evgLocus_341111" 39.0524353118561 -3.9571824937096 0.721976622058943 -5.48103965253674 4.22833691967124e-08 6.81587285417249e-06 "." NA
"evgLocus_475051" 110.521416824547 6.31070824161521 1.15226810766584 5.47677072690912 4.33157859194442e-08 6.89816937690618e-06 "HPXW_KLEP7" "chr_06"
"evgLocus_757692" 86.8756177974341 -2.84493988381681 0.520565375643343 -5.46509625289789 4.62655689534935e-08 7.28021774318187e-06 "TF29_SCHPO" NA
"evgLocus_491797" 32.0478787252616 5.29853306511245 0.972028801776875 5.45100418364837 5.00861919487129e-08 7.78869747268338e-06 "CI116_HUMAN" "chr_20"
"evgLocus_494452" 2482.40425466533 -9.33403670651866 1.71759722799981 -5.43435710908103 5.49943457964395e-08 8.3553478475556e-06 "CU19_LOCMI" "chr_13"
"evgLocus_720881" 285.070669643486 -5.505857657265 1.01300837553627 -5.43515511838714 5.47487828749373e-08 8.3553478475556e-06 "." NA
"evgLocus_758849" 43.9695719888508 -3.9855747727645 0.739766871781248 -5.38760915741987 7.1401111310424e-08 1.07247714693316e-05 "RTJK_DROME" "chr_01"
"evgLocus_422177" 44.440086824296 -3.23517210233755 0.603092354107004 -5.36430627963747 8.12609179890011e-08 1.20686158874002e-05 "RTBS_DROME" "chr_20"
"evgLocus_589802" 1090.81773964092 -6.25137095374593 1.16859151215628 -5.34949200701531 8.82014561720486e-08 1.29538538631349e-05 "." NA
"evgLocus_458537" 25.8271769366239 4.25537825193385 0.797221779821973 5.33775965438892 9.41020850270747e-08 1.36685863723942e-05 "." NA
"evgLocus_688399" 109.851210302418 5.24820282871957 0.987457766461251 5.31486308272964 1.06737552881262e-07 1.53354018911361e-05 "." "chr_01"
"evgLocus_167694" 25.0477072797164 4.24278925165636 0.79957051074391 5.30633533208837 1.11851110075333e-07 1.55626102418501e-05 "CPSF3_DROME" "chr_14"
"evgLocus_44328" 506.437217070006 -7.91186279048943 1.49034165660727 -5.30875773042581 1.10374928325115e-07 1.55626102418501e-05 "." "chr_Z"
"evgLocus_59621" 440.229681433055 4.44446565464107 0.837370301214374 5.30764662682162 1.11049666318188e-07 1.55626102418501e-05 "." "chr_05"
"evgLocus_645570" 12.2331110992067 -4.57044663292107 0.868238996240575 -5.26404210443304 1.40922153974e-07 1.94032190752952e-05 "." NA
"evgLocus_340903" 110.260931057233 -4.69320235499939 0.897254072876378 -5.23062808726421 1.68935076390126e-07 2.30204519559246e-05 "." NA
"evgLocus_313002" 99.3805018690572 3.86244186157687 0.741373437006104 5.20984657499278 1.88996853874247e-07 2.54914328011204e-05 "ES16_MANSE" "chr_16"
"evgLocus_558421" 181.8096157654 4.97232892243302 0.956308110275874 5.19950512706476 1.99819815877318e-07 2.66789729925898e-05 "ALDO2_ARATH" "chr_14"
"evgLocus_450646" 87509.7206322571 8.36400355512155 1.61759570579924 5.17063906953744 2.3329477904818e-07 3.08369038945885e-05 "." "chr_23"
"evgLocus_198891" 9.16192790545887 3.54891271718306 0.689425729725959 5.14763601670875 2.63789718655876e-07 3.45225000118155e-05 "." "chr_16"
"evgLocus_425777" 1045.45081166897 -8.93419033940621 1.74612153843269 -5.11659133843885 3.11106663631426e-07 4.03157635282372e-05 "CU19_LOCMI" "chr_13"
"evgLocus_721854" 16.3629309598442 3.04791050325692 0.597172720752708 5.10390109483764 3.32722214434542e-07 4.26982740815124e-05 "." "chr_15"
"evgLocus_478021" 287.127062831404 -5.05741676439882 0.995316062577835 -5.08121686622869 3.75024671043638e-07 4.76641932870655e-05 "." NA
"evgLocus_261584" 238.912191525348 2.4307928536963 0.480330202298198 5.06067043476732 4.17784812850504e-07 5.25931395834092e-05 "." "chr_15"
"evgLocus_643472" 9.52737006648931 -3.91196083612922 0.780257933932306 -5.01367646005713 5.3399749057344e-07 6.65884795320729e-05 "." NA
"evgLocus_535116" 150.765034210195 4.43840835234406 0.887109732558955 5.00322360294823 5.63794807073082e-07 6.96471005597383e-05 "ALDO2_ARATH" "chr_16"
"evgLocus_540016" 63.2835046580357 3.09445636225079 0.623305434860031 4.96459069532369 6.8846108242553e-07 8.42599869213024e-05 "." "chr_28"
"evgLocus_456794" 30.0010079194003 -3.26840455551284 0.660479774995341 -4.94853086990574 7.47757322637793e-07 9.06775806479482e-05 "." NA
"evgLocus_469871" 43.8514911139534 3.74333562204048 0.758517635749714 4.93506735455214 8.01231042794071e-07 9.6278835669564e-05 "." "chr_29"
"evgLocus_69298" 11.5680573315022 4.40540328779973 0.893767547099598 4.92902578762888 8.26406671005192e-07 9.84093997959156e-05 "." "chr_16"
"evgLocus_164644" 13.0475568363087 4.16164968901634 0.853409210930167 4.87649961556002 1.07984898568679e-06 0.000126313662768212 "UBIQP_XENLA" "chr_04"
"evgLocus_3453" 31.732478066076 6.16102359672962 1.26324057184668 4.87715779087357 1.07625340117875e-06 0.000126313662768212 "HSP23_DROME" NA
"evgLocus_313026" 3519.24370567202 -4.88247642680058 1.00322137789026 -4.86679862929979 1.13420489391658e-06 0.000131508072699907 "RL32_SPOFR" NA
"evgLocus_160779" 15.3418465240342 5.0797600119377 1.0458513679503 4.85705729093536 1.1914313028058e-06 0.000135013270184281 "." "chr_20"
"evgLocus_357575" 128.231519978756 -4.39796882241812 0.905570021138047 -4.85657510712547 1.19433492136812e-06 0.000135013270184281 "." "chr_23"
"evgLocus_463843" 74.0235994169049 4.20735270283644 0.866342944160353 4.8564517448851 1.19507887816318e-06 0.000135013270184281 "." "chr_07"
"evgLocus_171942" 38.120908575754 -4.10073042870716 0.847312041921725 -4.83969331936626 1.30039642414056e-06 0.000145666440121101 "." "chr_27"
"evgLocus_488716" 1459.02156724018 5.49986510261829 1.13721560491737 4.83625539329274 1.32307908303842e-06 0.000146961843021864 "LIPHB_XENLA" "chr_07"
"evgLocus_422648" 66.2554478855161 -4.24611931824662 0.878535845309197 -4.83317708767161 1.34371156852523e-06 0.000148009829273054 "." "chr_12"
"evgLocus_766295" 60.7555724486847 4.85268059865585 1.00474064361827 4.82978431247726 1.36681024387853e-06 0.000149309899203194 "ACASE_DROME" "chr_10"
"evgLocus_3307" 18.0602294937356 5.33047713710357 1.10642640372378 4.81774216447053 1.45191821445558e-06 0.000157307007857982 "TBB1_MANSE" "chr_26"
"evgLocus_160234" 12.724056533507 3.53721555031601 0.735115443720731 4.81178239490204 1.49590177524266e-06 0.000160754712724857 "IAP_GVCPM" "chr_18"
"evgLocus_405755" 28.3650023720318 5.13674767881325 1.07440126351152 4.78103279776921 1.74396904327903e-06 0.000184414262512498 "SPZ2_DROME" "chr_13"
"evgLocus_559018" 15.8313134578171 -3.49269087852872 0.730329805576933 -4.78234744338502 1.73259870896108e-06 0.000184414262512498 "CBP_HUMAN" "chr_17"
"evgLocus_592216" 145.803555860979 4.25760925847755 0.891346990893313 4.77660137070811 1.78282698121397e-06 0.000187027039981637 "." NA
"evgLocus_483773" 28.1396793881213 -3.63255705195582 0.764699458239733 -4.75030682029987 2.03108242321315e-06 0.000211392499764027 "XDH_CALVI" "chr_19"
"evgLocus_612165" 123.310726808449 -6.75670278530543 1.4259262692991 -4.73846574733954 2.1534241908979e-06 0.000220650860118515 "CU08_LOCMI" "chr_13"
"evgLocus_96276" 15.2486581990411 4.81451134161101 1.01600606046013 4.73866399914053 2.15131879530947e-06 0.000220650860118515 "." "chr_20"
"evgLocus_340577" 113.877955120994 5.84271898804738 1.23624814197501 4.72617008646271 2.28794030048731e-06 0.000232630729937241 "TBB1_MANSE" "chr_26"
"evgLocus_340545" 9.65941442554712 -3.48259597937889 0.738788656489456 -4.71392724940762 2.42987447856032e-06 0.00024517618975275 "." NA
"evgLocus_265453" 295.285774304343 -3.62887702732756 0.774346244664738 -4.68637518723774 2.78086276671586e-06 0.000278465485230683 "." NA
"evgLocus_119130" 21.1397904209739 -2.3983897400822 0.51233451648833 -4.68129642429983 2.85066391750451e-06 0.000283308839560712 "RTBS_DROME" "chr_08"
"evgLocus_282137" 135.684880798475 3.70792339102603 0.794092407507409 4.66938527049376 3.02102355956574e-06 0.000297999174704029 "." NA
"evgLocus_664354" 68.5525310386839 -6.74910082635424 1.44620028805804 -4.6667815530703 3.05954303275885e-06 0.000299563257829678 "." "chr_13"
"evgLocus_25133" 26.4776975533982 4.54106252323838 0.984121467324169 4.61433133410406 3.94362876729724e-06 0.000383285919456874 "TBB3_DROME" "chr_26"
"evgLocus_42250" 12.7469841611383 3.50587045884924 0.760368359949539 4.61075268713431 4.0121362456462e-06 0.000387097933539792 "TBB3_DROME" "chr_26"
"evgLocus_628212" 5369.09600191117 7.19210967441747 1.56180192991439 4.60500754715529 4.12450902368464e-06 0.000395056233877272 "." "chr_23"
"evgLocus_255084" 13.8676223385042 3.79044220483079 0.823469412478986 4.60301517869374 4.1641786709823e-06 0.000395986429302475 "LYS1_CRAVI" "chr_05"
"evgLocus_763271" 21.9119829910674 -3.08492164928542 0.67515925997614 -4.56917624057239 4.89644915578905e-06 0.000453045245623123 "." NA
"evgLocus_781211" 257.205394747027 -4.20361622737786 0.919572807897071 -4.57127069360708 4.84775573088743e-06 0.000453045245623123 "." NA
"evgLocus_661058" 248.900872313853 3.88597662824657 0.852860565260825 4.55640322290919 5.203699789716e-06 0.000477656276531015 "UBC_RAT" "chr_04"
"evgLocus_366936" 9.96781769941045 3.9431702585932 0.866985546642255 4.54813840191995 5.41225392239165e-06 0.00048999433113817 "EIF3B_BOMMO" "chr_15"
"evgLocus_659216" 8.91301457398655 4.2785592152478 0.940613402264344 4.54869046618727 5.39807733667904e-06 0.00048999433113817 "HTS_DROME" NA
"evgLocus_560346" 35.0031147584659 4.06895137778956 0.896587825915019 4.53826302363292 5.67194876828758e-06 0.000507239771405355 "TBB3_DROME" "chr_26"
"evgLocus_891159" 80.8155211900668 3.54136541549533 0.780383172127743 4.53798280380607 5.67948904281983e-06 0.000507239771405355 "." "chr_01"
"evgLocus_3872" 31.8117327802359 3.42100198716529 0.754330051306191 4.53515272425049 5.75618178085028e-06 0.000510638998518651 "." NA
"evgLocus_563859" 56.612032809508 3.29219764754916 0.728100210013612 4.52162710883933 6.13660927140425e-06 0.000540758008996142 "." NA
"evgLocus_758631" 28.3509850553268 -2.92001317455135 0.647107835365091 -4.51240583867125 6.4096393121706e-06 0.000561076903498483 "POLX_TOBAC" "chr_06"
"evgLocus_42221" 30.6169715328059 4.76299016644444 1.05807156666993 4.50157656294932 6.74512587795067e-06 0.000586559696412842 "KARG_PLOIN" NA
"evgLocus_469281" 156.19550077984 4.19588251578055 0.936099190296083 4.4823054642889 7.38409452947791e-06 0.000637927852879994 "LIPE_CROAD" "chr_19"
"evgLocus_608036" 34140.1890310248 4.70511500266288 1.05148201282285 4.47474606820076 7.65021773104614e-06 0.000656627129668622 "CUO6_BLACR" NA
"evgLocus_735219" 8.12183321349839 3.40464171311091 0.761452678607083 4.47124530356763 7.77654363660647e-06 0.000663163572830092 "LIPP_MYOCO" "chr_19"
"evgLocus_167821" 14.7389452554135 3.87031126922562 0.867328479233489 4.46233619890592 8.10708963387783e-06 0.000686919940901264 "E75_MANSE" "chr_20"
"evgLocus_757646" 16.1680343941237 -2.32832964540217 0.522588571753749 -4.45537803781004 8.37454939334998e-06 0.000705062381409555 "NEUL4_XENTR" "chr_Z"
"evgLocus_54580" 315.590730863997 3.90408734402675 0.877132459968561 4.45096666946596 8.54846103990266e-06 0.000715149101426793 "HSP23_DROME" NA
"evgLocus_562817" 460.649308688698 -5.85287051554869 1.31567416380784 -4.44857144462672 8.64432963703982e-06 0.000718621063788631 "YELL_DROYA" "chr_15"
"evgLocus_822236" 371.188763309465 3.91774595313241 0.882106261774172 4.44135374943682 8.93946949906711e-06 0.000738511923991681 "TPPC8_HUMAN" "chr_10"
"evgLocus_822260" 43.369638172434 -3.00304581115064 0.678649218978992 -4.42503391614984 9.64271324215599e-06 0.000786773973054431 "XDH_CALVI" "chr_19"
"evgLocus_237366" 11.2364211973494 -3.29109858249253 0.744434389949502 -4.4209384022624 9.82731873871641e-06 0.000796917172321187 "RTBS_DROME" NA
"evgLocus_479303" 23.658819714391 3.2395175336359 0.733003969903192 4.41950885213315 9.89254695409289e-06 0.000797315156336584 "." "chr_10"
"evgLocus_356688" 35.4755915807269 2.35533142109673 0.533371329783892 4.41593180880391 1.00575789205653e-05 0.000805703504072923 "TCPH_CHICK" NA
"evgLocus_456938" 28.9274770551354 -3.63053544148234 0.824141004748892 -4.40523577951146 1.05668879910343e-05 0.000841404370274043 "APOP1_DROME" "chr_20"
"evgLocus_467728" 18.4164564463608 3.75509134269473 0.853250098359369 4.40092693796933 1.07789417426182e-05 0.000848071737820997 "." NA
"evgLocus_852834" 20.8835393941457 4.57582637294738 1.03958637754696 4.40158362188684 1.07463635528189e-05 0.000848071737820997 "EF2_BOMMO" "chr_14"
"evgLocus_798978" 40.5460001533091 3.81817546203002 0.868703175372091 4.39525901398322 1.10640747479032e-05 0.000865354674661448 "ALDR_RABIT" NA
"evgLocus_477043" 22.6555475680771 -3.37109238394075 0.768915846258605 -4.38421499614533 1.16404768288013e-05 0.000905081310135853 "." NA
"evgLocus_604892" 65.2747092242214 -2.79259325340037 0.63820305668812 -4.37571275181947 1.21036321076674e-05 0.000935589527480393 "." "chr_07"
"evgLocus_706268" 15.924449065992 5.15618044700916 1.17938867474175 4.37190941157562 1.23164630464257e-05 0.000946505863649154 "AK2E4_BOMMO" NA
"evgLocus_474929" 487.14859780486 -6.3999755381818 1.46643503963085 -4.36430892962902 1.27525255194904e-05 0.000974351920905341 "C49A1_DROME" "chr_14"
"evgLocus_271036" 121.413954941563 -4.01706567107858 0.924412291375467 -4.34553468031179 1.38936817697808e-05 0.00105544072202852 "GAGXE_DROME" NA
"evgLocus_341026" 24634.6873942977 -8.60894313349981 1.98507877362425 -4.33682695512485 1.44554339116637e-05 0.00109183957396783 "." "chr_06"
"evgLocus_892253" 279.310334209099 5.7356469748329 1.32426986850723 4.33117683278434 1.48314507216899e-05 0.00111387565704146 "TBB1_MANSE" "chr_26"
"evgLocus_612576" 1332.68896725267 -2.62456906940055 0.606767524956667 -4.32549363875067 1.52190660863851e-05 0.00113472278398225 "ATP5I_BOVIN" NA
"evgLocus_672598" 7.39066245063753 3.93786290311209 0.910572260914555 4.32460231015274 1.52807274586807e-05 0.00113472278398225 "HGNAT_MOUSE" "chr_17"
"evgLocus_26857" 18.526104588983 4.9017615032018 1.13794848288125 4.30754254427291 1.65078351202858e-05 0.00121899756770915 "PSB3_DROME" "chr_04"
"evgLocus_122496" 250.157828971421 4.98420787808446 1.1592767224458 4.29941167762684 1.71252105776345e-05 0.00125756129675096 "." "chr_12"
"evgLocus_559132" 11.5653683867616 2.30508615846047 0.543687168280778 4.2397288237453 2.2378996787122e-05 0.00162639563344107 "." "chr_15"
"evgLocus_84095" 69.6162447787796 -2.17158864850269 0.512218079522237 -4.23957828768599 2.23940085706064e-05 0.00162639563344107 "HEM6_DROME" "chr_18"
"evgLocus_28673" 3219.43424078677 -2.20281212289521 0.522366713410421 -4.21698409631332 2.47591429519814e-05 0.00178834071879394 "ATP5I_BOVIN" NA
"evgLocus_45914" 59.059469876136 5.51451950673482 1.30838434441305 4.21475503760225 2.5004944370671e-05 0.0017962791015844 "RS21_PLUXY" NA
"evgLocus_121430" 7.93098017120855 2.83827400287353 0.674468026840724 4.20816686621647 2.57450727264754e-05 0.00183166425614791 "MMD4_DROME" "chr_03"
