"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "uniprot" "chr"
"evgLocus_262316" 20.540267791029 -5.81249852367244 1.12957797639346 -5.14572578887445 2.66488454460669e-07 5.76841754520657e-05 "." NA
"evgLocus_34498" 64.9323271457346 -7.37945111393243 1.45242623521693 -5.08077514368931 3.75897850547422e-07 8.0095609186175e-05 "." "chr_10"
"evgLocus_660333" 24.7878823886774 -4.21310618247904 0.830806700460674 -5.07110279700792 3.9551704667237e-07 8.29794763918631e-05 "." NA
"evgLocus_133869" 121.778673649215 -6.56148677752548 1.29580235350596 -5.06364783160992 4.1130915544424e-07 8.4985196254441e-05 "." "chr_01"
"evgLocus_737652" 29.1492582739271 5.59993166124424 1.111090980625 5.04002980754483 4.6545934471439e-07 9.47383445353751e-05 "TMEM9_HUMAN" "chr_Z"
"evgLocus_759534" 22.9782120476443 5.24537120696527 1.04416766928385 5.02349513518538 5.073951061735e-07 0.000101755103866 "S38AA_XENLA" "chr_07"
"evgLocus_82336" 136.161157554783 5.29928602118306 1.06385755185994 4.98119885685669 6.31915622391466e-07 0.000124890338297861 "PXDN_DROME" "chr_Z"
"evgLocus_84674" 22.5692839037887 4.50033583677858 0.905564964697271 4.96964437916724 6.70758092759051e-07 0.000130673258727931 "WIPI4_MOUSE" "chr_27"
"evgLocus_686200" 193.43772627922 -2.64417618605187 0.53299561232324 -4.96097176959177 7.01413863781368e-07 0.000134720857188543 "." "chr_03"
"evgLocus_82527" 134.907199146506 7.12206786349255 1.43795040497304 4.95293011418296 7.31042352525405e-07 0.000138461452241513 "TCPA_DROME" "chr_03"
"evgLocus_295651" 1417.17441380847 -2.92490147536514 0.593819276344535 -4.92557515709225 8.41125723758083e-07 0.000157129198560123 "CALR_BOMMO" "chr_13"
"evgLocus_398750" 151.763772213463 -2.3624646675436 0.484581631765491 -4.87526664792546 1.08661577325993e-06 0.000198602603821329 "CYBP_MOUSE" "chr_05"
"evgLocus_880430" 13.7579729225381 -5.23327010086041 1.07365796651452 -4.87424325444114 1.0922633487277e-06 0.000198602603821329 "PSME4_XENLA" "chr_08"
"evgLocus_476812" 61.7942152459863 6.7121962012711 1.38745939686002 4.83776045371962 1.31310259088092e-06 0.000235615526734778 "PSB6_MOUSE" "chr_11"
"evgLocus_127090" 15.2738098459868 -5.38171250058839 1.11582119635539 -4.82309577750153 1.41347055205848e-06 0.000249536466340365 "." "chr_16"
"evgLocus_410" 606.72129535617 -2.32401699642339 0.48204552399326 -4.82115667659615 1.42728198097444e-06 0.000249536466340365 "." "chr_13"
"evgLocus_340447" 27.8720950178693 3.62965856790057 0.757066141966807 4.79437444986109 1.63183223030198e-06 0.00027881501966303 "TT39B_XENTR" "chr_Z"
"evgLocus_448546" 58.8595895943759 -7.22320726384054 1.50784377088102 -4.79042152995736 1.66431301850699e-06 0.00027881501966303 "PPIA_DROME" "chr_10"
"evgLocus_51991" 33.0433905447087 4.19331172438272 0.875467644493577 4.78979634571005 1.66950667963201e-06 0.00027881501966303 "CTNS_DROME" "chr_13"
"evgLocus_758849" 35.0118885629278 -4.23614849254218 0.884566553212506 -4.78895395395365 1.67652941353439e-06 0.00027881501966303 "RTJK_DROME" "chr_01"
"evgLocus_468950" 56.2969003887439 -6.28149581981252 1.31425045061515 -4.77952723308742 1.75707872195738e-06 0.000288690150979913 "HEM1_RAT" NA
"evgLocus_835244" 20.7943442435827 -5.79522070837455 1.22096019556346 -4.74644523992866 2.07022738223811e-06 0.000336091557280728 "." NA
"evgLocus_262786" 39.1999622067877 -6.65560353246447 1.41227423031197 -4.712684965578 2.44474000427438e-06 0.000392222581626938 "." "chr_10"
"evgLocus_206786" 95.8093690808713 7.34273909126188 1.56119697576947 4.70327524663749 2.56020899703208e-06 0.000405971745261936 "LFG1_HUMAN" "chr_07"
"evgLocus_446502" 404.478393695836 4.21502516846272 0.896825200580539 4.69994059682335 2.60237178918861e-06 0.00040791429987546 "EF2_BOMMO" "chr_14"
"evgLocus_475307" 143.15259078062 5.51530844847977 1.1756469147417 4.69129666341323 2.71478992885738e-06 0.000420699889316229 "SNO1_TYRJA" "chr_15"
"evgLocus_2462" 186.213649293963 -4.42737874787648 0.947209149441417 -4.67413004877262 2.95202237799622e-06 0.000452322799648702 "PCE_TACTR" "chr_03"
"evgLocus_340303" 36.2904573691305 -6.54625807197613 1.40169027811274 -4.67026002405477 3.00818715791949e-06 0.000453396012932653 "ELF1_DROME" "chr_10"
"evgLocus_795833" 16.2799750956045 4.74243834808268 1.0157116093625 4.66907959342832 3.02552153529893e-06 0.000453396012932653 "." "chr_Z"
"evgLocus_238041" 18.7112984971899 -5.64419663054731 1.21047727474226 -4.66278611612026 3.11956927573695e-06 0.000457436195841126 "." NA
"evgLocus_85801" 40.754995117107 2.9036583010988 0.622606299329806 4.66371494188927 3.10551490968739e-06 0.000457436195841126 "LOLA2_DROME" "chr_07"
"evgLocus_623962" 128.64267983325 -4.9794301685127 1.07948612994539 -4.61277827512672 3.9732207596523e-06 0.00057641288829126 "DLDH_MANSE" NA
"evgLocus_312812" 10.6498059832848 -4.85932923780059 1.05831855819522 -4.59155629481482 4.39952933840728e-06 0.000629971437025316 "PITH1_DROME" "chr_01"
"evgLocus_574" 192.813978221007 -2.03965578358337 0.444380080342816 -4.58989021742351 4.4347919597001e-06 0.000629971437025316 "HYEP_BOMMO" NA
"evgLocus_167974" 62.0602032379936 -5.9260427132017 1.29719940162665 -4.56833599041954 4.91611528719153e-06 0.000691144991458051 "." "chr_01"
"evgLocus_485035" 44.037209129698 2.84613133652851 0.624141658050761 4.56007270115117 5.11359141353449e-06 0.000711571899044591 "." "chr_27"
"evgLocus_7787" 34.1634536644033 -5.02236032413378 1.10230410383215 -4.55623843427017 5.20778183386273e-06 0.000717358796650363 "SIM20_HUMAN" "chr_27"
"evgLocus_97477" 32.5312399695783 -5.0833547951571 1.11706181800761 -4.55064770204372 5.34810292226563e-06 0.000729320795509365 "STMN4_PONAB" "chr_01"
"evgLocus_765223" 21.096879708652 3.15358289649924 0.717087499906844 4.3977658192465 1.09370893085859e-05 0.00147672363268501 "." "chr_26"
"evgLocus_206113" 28.5304634314974 -6.19071203909188 1.40920887527365 -4.39304076756522 1.11776156689373e-05 0.00149104633457527 "SRRM1_MOUSE" "chr_13"
"evgLocus_421298" 29.1270240088637 5.62164479914407 1.28014601667405 4.39140904703174 1.12618444277519e-05 0.00149104633457527 "." "chr_14"
"evgLocus_215008" 24.8943710067541 -6.00329701608039 1.37405459344802 -4.36903820612822 1.24794934525511e-05 0.00163637357896576 "NUCB1_MOUSE" "chr_Z"
"evgLocus_26890" 8.63644070242916 -4.54719810242116 1.05373556403516 -4.31531235883145 1.59377381841695e-05 0.00206993272016686 "SARM1_DROME" "chr_20"
"evgLocus_161077" 837.852548422481 -6.3135580092471 1.46539121277238 -4.30844538592698 1.64406060529485e-05 0.00211349797747619 "SEPIA_DROME" "chr_07"
"evgLocus_251811" 21.4878936090005 -5.48725345874527 1.27416889712259 -4.30653539820107 1.65831402500515e-05 0.00211349797747619 "." NA
"evgLocus_303721" 12.1961128975204 -5.01407462137049 1.17403370997233 -4.27080975510377 1.94764501194244e-05 0.00243670046127147 "." "chr_10"
"evgLocus_603408" 182.672916547305 -4.32964654209952 1.01354741315561 -4.27177504071511 1.93923154056663e-05 0.00243670046127147 "ENPL_BOVIN" "chr_13"
"evgLocus_827456" 42.1390933849101 6.13775934880984 1.4448041222339 4.24816018611565 2.15533265380864e-05 0.00267202467272622 "SERA_MANSE" "chr_13"
"evgLocus_487248" 24.6599127070536 -5.9806614844243 1.40916760197156 -4.24410941328539 2.19463259694749e-05 0.00269623465987144 "TXND_THEPA" NA
"evgLocus_24588" 271.564586066171 -4.94455799920576 1.16704217515478 -4.23682888628254 2.2669876695189e-05 0.00276025989725261 "DLDH_MANSE" NA
"evgLocus_536268" 90.6689006653539 -4.89300824139863 1.16357793495836 -4.20514010655738 2.60920472746478e-05 0.00314882520959621 "SYQ_DROME" NA
"evgLocus_86584" 13.2819997641551 4.42258884831867 1.06557527082853 4.15042369074492 3.31860396654698e-05 0.00396980721857905 "." "chr_Z"
"evgLocus_41697" 461.140543554874 -2.01563147256852 0.486094320695401 -4.14658511065297 3.37470769177081e-05 0.00398392999653832 "SAE2_XENTR" "chr_07"
"evgLocus_509860" 11.9899761073722 -4.97206329110741 1.19973133468381 -4.14431393710142 3.40832558273089e-05 0.00398392999653832 "STAG1_HUMAN" "chr_07"
"evgLocus_603486" 101.267547372863 -2.14493923148476 0.517643539905443 -4.14366077451013 3.41805242791658e-05 0.00398392999653832 "STAG1_HUMAN" "chr_07"
"evgLocus_765629" 38.4239358735315 6.0031466020537 1.44976685827664 4.14076688798758 3.46146601483485e-05 0.00400034000375448 "SERA_MANSE" "chr_13"
"evgLocus_645570" 10.926421575107 -3.82201010035328 0.923906938719217 -4.13679120718761 3.52196307287587e-05 0.00403605129620238 "." NA
"evgLocus_854611" 36.6910489190927 5.93796716285018 1.43793490983621 4.12951039871935 3.63536561004548e-05 0.00413129006868251 "ESTF_MYZPE" NA
"evgLocus_206691" 243.604320295497 -6.21940936945169 1.50714933076396 -4.12660460546342 3.68158580414209e-05 0.00414923848025502 "PAAF1_CHICK" "chr_10"
"evgLocus_13631" 40.531557011247 -4.40288459935261 1.07070264778638 -4.11214505582415 3.91999864540012e-05 0.00425806269399065 "TGS1_RAT" "chr_07"
"evgLocus_145931" 28.9983608359058 5.61375322759684 1.36604914623272 4.10948115818411 3.96549066610554e-05 0.00425806269399065 "PSB6_MOUSE" "chr_11"
"evgLocus_153020" 13.912495986302 -5.18219332196166 1.25970056402817 -4.11382948451689 3.89148934672755e-05 0.00425806269399065 "TXND_THEPA" NA
"evgLocus_254652" 18.3912560086819 -5.56335177130477 1.35242114768239 -4.11362376345456 3.89496063809883e-05 0.00425806269399065 "YZG1_CAEEL" "chr_10"
"evgLocus_436902" 38.2146155522514 5.99656688196268 1.45889296862657 4.11035422811584 3.95052612803457e-05 0.00425806269399065 "Y1782_THEKO" "chr_09"
"evgLocus_82331" 298.578571887222 3.34632762835688 0.81407789120616 4.11057426384454 3.94676315011803e-05 0.00425806269399065 "SPEN_DROME" "chr_05"
"evgLocus_271221" 309.886461912496 -3.94197195974379 0.959676396496556 -4.10760541171436 3.99782336848513e-05 0.00425924353718998 "DLDH_MANSE" NA
"evgLocus_271537" 9.89796258678274 -4.71862721591196 1.15068168556735 -4.10072331479355 4.11860765641443e-05 0.00435391105507935 "CED6_DROME" "chr_24"
"evgLocus_183689" 43.5253833418094 2.35083966322268 0.574748840481027 4.09020340302937 4.30995045952916e-05 0.00452113803204608 "BASI_HUMAN" "chr_14"
"evgLocus_721470" 94.3179852020429 2.92198353192442 0.716265587178006 4.07946938151344 4.51386143788089e-05 0.00469889529987647 "HIBN_XENLA" "chr_15"
"evgLocus_642628" 10.5676427372666 -4.80963466771084 1.17966646657273 -4.07711400128564 4.55981394162725e-05 0.00471077141833112 "." NA
"evgLocus_154683" 19.8430547003095 -3.82906736824055 0.939960454138104 -4.0736473022704 4.62825555680759e-05 0.00474552789685603 "." NA
"evgLocus_107715" 39.6626961802156 6.0574885905538 1.50191830448643 4.03316783107263 5.50299476591782e-05 0.00560032385244935 "BCAR1_HUMAN" "chr_07"
"evgLocus_487025" 184.66493414257 -2.24643851036722 0.558008528465777 -4.02581393611262 5.67785730151028e-05 0.00573547703857006 "RAGP1_XENLA" NA
"evgLocus_366936" 11.6289727706091 4.2125210893721 1.04773407201912 4.02060141201097 5.80497526747069e-05 0.00582076821488955 "EIF3B_BOMMO" "chr_15"
"evgLocus_674881" 182.53452938279 -3.37002764695684 0.839709182840497 -4.01332713256391 5.9868851228915e-05 0.00595935419130448 "RFA2_RAT" "chr_12"
"evgLocus_5517" 13.5091121808432 -3.63331974345497 0.908250543699771 -4.00034964873745 6.32489619439531e-05 0.00625018908717165 "RTBS_DROME" NA
"evgLocus_69596" 77.6984984617127 2.99631676859306 0.749573546482726 3.99736194353826 6.40523248443082e-05 0.00628403995612828 "UCHL5_MOUSE" "chr_Z"
"evgLocus_422752" 16.9367904835163 4.79910535912587 1.2052821179707 3.98172783580825 6.84160956273434e-05 0.00666421640050059 "." "chr_29"
"evgLocus_182440" 141.812404093901 2.77046200002854 0.696307325874604 3.97879197457627 6.92663120437957e-05 0.0066991822506471 "EF2_BOMMO" "chr_14"
"evgLocus_859348" 69.8411771498396 4.41276715827204 1.11188878807491 3.96871270364385 7.22619392868563e-05 0.00693969060602014 "TBB3_DROME" "chr_26"
"evgLocus_29007" 9.55008414811143 -3.70134098798616 0.93465065978455 -3.96013307136526 7.49080097677928e-05 0.00714350020421951 "." "chr_27"
"evgLocus_222768" 17.5534280192331 3.40195529652466 0.861126812126013 3.95058573095136 7.79601656127385e-05 0.00738293596153413 "MPP5_MOUSE" "chr_16"
"evgLocus_326737" 237.927628988491 -3.55888193529651 0.903292987883247 -3.93989766668763 8.15163737572323e-05 0.0076664744063957 "." "chr_26"
"evgLocus_4854" 31.1846765878079 -5.27041500034272 1.33993245829004 -3.93334377993097 8.3772291302317e-05 0.00782467627732669 "DPOE4_HUMAN" "chr_13"
"evgLocus_5589" 358.582944937389 -2.46016787694535 0.627923932983532 -3.91793933583014 8.93091738722483e-05 0.00828509662650238 "." "chr_15"
"evgLocus_446973" 34.281689993521 3.95884820462699 1.01483110254259 3.90099218944745 9.57992420931451e-05 0.00882712340827175 "." "chr_17"
"evgLocus_49723" 27.3004158608422 5.50145896757033 1.41209679923551 3.89595031342664 9.7814441506089e-05 0.00895231905247339 "ESTF_MYZPE" NA
"evgLocus_707403" 78.5227867068931 -5.16482687094023 1.32809999830796 -3.88888402794999 0.000100706222581962 0.00915553838233477 "." "chr_20"
"evgLocus_152073" 83.2993998737853 4.62270067477562 1.19087076188445 3.88178198905531 0.000103693818931949 0.0093647192634105 "SYTC_MOUSE" "chr_14"
"evgLocus_645746" 14.0545064921855 -4.08801596605843 1.05786956041788 -3.86438566626644 0.000111369140144392 0.00999171686940184 "ASGL1_DROPS" "chr_15"
"evgLocus_721722" 18.8579110195737 4.98002424865868 1.28971103375209 3.86134887453862 0.000112762752379948 0.0100506251908846 "KS6B1_RABIT" "chr_20"
"evgLocus_421350" 22.7755458618177 -5.22463320715359 1.35659649503197 -3.85128019000998 0.000117501968270543 0.0104050281902947 "TRET1_BOMMO" "chr_10"
"evgLocus_372409" 198.866221225379 3.91865538998738 1.02087267984013 3.83853488037417 0.000123770634257041 0.0108894202539566 "ACADM_DROME" "chr_Z"
"evgLocus_660221" 15.2591682844379 3.87368110023359 1.01087576868671 3.83200509916873 0.000127103104258924 0.0110681019937889 "." "chr_09"
"evgLocus_708814" 30.9689192525873 5.68411906107038 1.48356835823788 3.83138331948636 0.000127424801131103 0.0110681019937889 "L2EFL_DROME" NA
"evgLocus_563788" 11.9448071396734 4.24396673076895 1.11223444848183 3.81571235863254 0.000135790614927496 0.0116463938098507 "COPZ1_PONAB" "chr_24"
"evgLocus_658887" 18.990860001764 -4.03331639051255 1.0566838930284 -3.81695643997495 0.000135108011992364 0.0116463938098507 "HIBN_XENLA" "chr_15"
"evgLocus_263153" 31.4577158490295 5.71811279952552 1.5028109798833 3.80494478418673 0.00014183582704015 0.0120888448334158 "." NA
"evgLocus_766434" 36.6737570811855 5.93406094415746 1.56050728310423 3.80264866970255 0.000143157304574468 0.0121256904501989 "SERA_MANSE" "chr_13"
"evgLocus_168233" 108.052584830687 2.37195111374949 0.624408922785323 3.79871431556238 0.000145448627689146 0.0122437218259067 "PAF1_XENTR" "chr_27"
"evgLocus_109467" 17.4212749365307 4.86254769192532 1.28667076444778 3.77917010806742 0.000157351906500785 0.0131644659444859 "ZN363_HUMAN" "chr_14"
"evgLocus_340903" 11.5200208121189 -3.91314490847673 1.04013439159018 -3.76215317954658 0.000168456817349763 0.0139227007163559 "." NA
"evgLocus_469230" 357.344349958933 2.41361853976798 0.6413191229952 3.76352186177682 0.000167537073202852 0.0139227007163559 "DHE3_DROME" "chr_03"
"evgLocus_183104" 12.3329343692677 -4.97558541248709 1.32527341151347 -3.75438409105708 0.000173768231999141 0.0141896849088161 "CED6_DROME" "chr_24"
"evgLocus_658120" 12.4758640045173 -4.99079159637687 1.32920946524974 -3.75470663341928 0.000173544624332537 0.0141896849088161 "." "chr_18"
"evgLocus_49321" 139.42934943417 3.01914847614233 0.807815224087366 3.73742458190638 0.000185914830069752 0.0150911936765548 "EGFR_APIME" "chr_Z"
"evgLocus_446972" 47.3599590681879 -4.12880792225286 1.10636257048252 -3.73187599834669 0.000190059059306483 0.0153150610190734 "ALF_DROME" "chr_02"
"evgLocus_760263" 213.813298781231 5.07914890154763 1.3614323481527 3.73073910608884 0.000190918851158061 0.0153150610190734 "ENPL_BOVIN" "chr_13"
"evgLocus_314896" 21.6849599663085 -3.07895497640917 0.826918179496742 -3.72340946510936 0.000196550363074237 0.0156746041008384 "GEMI7_MOUSE" "chr_15"
"evgLocus_25105" 11.8366068130727 -4.91337420118288 1.32473238926229 -3.70895604350628 0.000208115550106815 0.0165004171907363 "SMCE1_RAT" "chr_27"
"evgLocus_362320" 12.1823968187276 -4.95647216002129 1.34226272254236 -3.69262445926629 0.000221951657984389 0.0174956922539486 "ERLEC_MOUSE" "chr_19"
"evgLocus_373465" 48.6599772212187 2.78765688450288 0.757493049005432 3.68010886458034 0.000233134402802738 0.0182715738564421 "HTS_DROME" NA
"evgLocus_252617" 229.155313338785 -4.16719292823202 1.1334885682928 -3.67643136843315 0.000236519449114076 0.0183262257248219 "PPAF2_HOLDI" NA
"evgLocus_822731" 18.2299008212713 2.57485228947284 0.700236723924552 3.67711689704277 0.00023588495983306 0.0183262257248219 "." "chr_14"
"evgLocus_50901" 44.6032947623655 3.24932629906381 0.884180714008669 3.6749572203765 0.000237889271409954 0.0183282259560313 "EXOSX_HUMAN" "chr_Z"
