"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "uniprot" "chr"
"evgLocus_271189" 1115.40948828679 -9.41873454728013 1.60159924352947 -5.88083104143076 4.08211696823707e-09 3.63705106284492e-06 "RTJK_DROME" "chr_20"
"evgLocus_691127" 3214.80583388337 -7.58347863703554 1.28783948804707 -5.88852780755732 3.89650992201118e-09 3.63705106284492e-06 "." "chr_29"
"evgLocus_645356" 53.5803389117264 -6.77386497584489 1.1669824538285 -5.80459882119218 6.45202985487999e-09 5.15259104210716e-06 "." NA
"evgLocus_33705" 51.9626471080829 -7.13238087286462 1.23664059027283 -5.76754550106676 8.04343727975923e-09 5.68303979535169e-06 "." NA
"evgLocus_735190" 5890.74038715857 -10.9753054363741 1.90309167862767 -5.7670923369748 8.06508694556965e-09 5.68303979535169e-06 "CYB5A_ARATH" "chr_01"
"evgLocus_456794" 49.6618617477609 -7.06638190037591 1.22957144760731 -5.74702829520543 9.08255353955739e-09 6.04443938057544e-06 "." NA
"evgLocus_126986" 73.6606330687736 -6.86668007503218 1.21857667071314 -5.63500043949934 1.75057890717236e-08 9.98580225191322e-06 "." NA
"evgLocus_323087" 165.364063591815 8.03966614157173 1.42660720249374 5.63551489682531 1.74536055035018e-08 9.98580225191322e-06 "COPZ1_BOVIN" "chr_24"
"evgLocus_35183" 3435.86373775736 -11.9469754266063 2.11410271743855 -5.65108560149873 1.59437662546192e-08 9.98580225191322e-06 "HSP23_DROME" NA
"evgLocus_12373" 2065.24378952456 -11.5251100617405 2.06287587948787 -5.58691396624491 2.31140158858985e-08 1.25855816498717e-05 "EF2_BOMMO" "chr_14"
"evgLocus_689293" 603.883502715956 -9.32789513134821 1.68198780689088 -5.54575668927746 2.9268559869427e-08 1.52438295076463e-05 "." "chr_13"
"evgLocus_237603" 297.797683032949 -9.66093137472603 1.76003208521824 -5.48906548685338 4.04065807371978e-08 2.01679346104539e-05 "." NA
"evgLocus_251564" 63.7904906546344 -6.17500428110117 1.12685637210952 -5.47985034644771 4.25685739964737e-08 2.03971579161503e-05 "NICA_DROME" "chr_11"
"evgLocus_225808" 40.0521373262062 -6.75217154574847 1.23690937552482 -5.45890562344837 4.79078314994471e-08 2.20726120589183e-05 "." NA
"evgLocus_271500" 286.473376817583 -8.58612060802412 1.58050197159633 -5.43252761611679 5.55613515028676e-08 2.43732330837855e-05 "ANX10_DROME" NA
"evgLocus_720881" 170.155304985471 -6.98443886660323 1.28672889257137 -5.42805785035704 5.69705757029796e-08 2.43732330837855e-05 "." NA
"evgLocus_345381" 193.98254379542 -9.04145796452052 1.67534791123987 -5.39676439971758 6.78533926290945e-08 2.70938596767974e-05 "." NA
"evgLocus_485960" 2261.55991493979 -10.9813838035804 2.03389483521653 -5.39918958121121 6.69426048198487e-08 2.70938596767974e-05 "FAXC_DROME" "chr_Z"
"evgLocus_97524" 175.133007220076 8.1228100584112 1.51033869019717 5.37813810315008 7.52600790779669e-08 2.90819512024183e-05 "SRPRB_MOUSE" "chr_12"
"evgLocus_311429" 99.5996781270587 6.29957829834184 1.18240764839919 5.32775503175283 9.94341065765598e-08 3.72225363337691e-05 "." "chr_01"
"evgLocus_24700" 525.034993277488 -9.19505921862508 1.72838185696604 -5.32003919247675 1.03744900395345e-07 3.76593988435103e-05 "TBB1_MANSE" "chr_26"
"evgLocus_238041" 106.669823639874 -8.17596401239116 1.54203729112865 -5.30205336759853 1.14507353775168e-07 3.81023219686872e-05 "." NA
"evgLocus_270936" 63.708122955115 -5.82842779797554 1.09834931296737 -5.30653384052207 1.11729426159736e-07 3.81023219686872e-05 "NPC1_HUMAN" "chr_05"
"evgLocus_50042" 179.986744042981 -8.93306305389791 1.68401384462755 -5.30462566112313 1.1290444557522e-07 3.81023219686872e-05 "TRET1_BOMMO" "chr_10"
"evgLocus_456264" 124.98620409458 -7.67947346483707 1.45134412181975 -5.29128367930292 1.21460795680107e-07 3.93237532824865e-05 "." "chr_Z"
"evgLocus_748003" 206.613839004067 -8.11650190541254 1.5379795877133 -5.27737947255876 1.3104433920461e-07 4.13100036666323e-05 "BAEE_BOMMO" "chr_08"
"evgLocus_25229" 5679.14034684171 -9.85814388746838 1.86982089058995 -5.27223967658101 1.3476891919901e-07 4.13947918739727e-05 "SCPDL_HUMAN" "chr_03"
"evgLocus_223099" 50.8357256507202 -5.84008712107013 1.11147331340297 -5.2543655800333 1.48535581535521e-07 4.3397749541805e-05 "KLHDB_AEDAE" "chr_01"
"evgLocus_282288" 529.208693795886 6.90646700356767 1.31365717516222 5.25743484232467 1.46078625063118e-07 4.3397749541805e-05 "SRPRB_MOUSE" "chr_12"
"evgLocus_447502" 118.874815161869 -8.33273306326647 1.59842198212182 -5.21309964231422 1.85711077046359e-07 5.29674521890081e-05 "GPM6B_MOUSE" "chr_11"
"evgLocus_240713" 401.879353177785 -8.8287554124325 1.70826574073694 -5.16825643803161 2.36287957355519e-07 6.58254288642269e-05 "." "chr_24"
"evgLocus_160754" 4400.25169191925 -9.28881789186861 1.8042654187978 -5.14825468309305 2.62921351064405e-07 7.15803378272842e-05 "SCPDL_HUMAN" "chr_03"
"evgLocus_369877" 28.3457665274924 -6.24524131068477 1.21667534891027 -5.13303842005049 2.85101679582038e-07 7.58940671047386e-05 "." NA
"evgLocus_223156" 139.11227148528 -7.80748178521907 1.52416383850829 -5.12246885010756 3.01560925510174e-07 7.85303984062256e-05 "ZO2_MOUSE" "chr_09"
"evgLocus_624396" 128.51140027071 -7.28336502202371 1.42889984676981 -5.09718370989302 3.4474373918111e-07 8.78656436521387e-05 "EF1G_ARTSA" "chr_16"
"evgLocus_297237" 97.5871392533403 5.94522851762369 1.16985913957397 5.08200373575642 3.73474065711597e-07 9.32051215241503e-05 "MO4L1_RAT" "chr_04"
"evgLocus_110190" 171.700663893229 8.09398659228281 1.60080599689326 5.05619457197881 4.27704974025226e-07 0.000104545656971014 "." "chr_20"
"evgLocus_261667" 3547.20027441696 -7.61199859532778 1.50885865616325 -5.04487187334281 4.53825374613299e-07 0.000104545656971014 "EF2_BOMMO" "chr_14"
"evgLocus_274910" 335.771683095633 5.58592888509607 1.1065550386744 5.04803528958466 4.46376707801099e-07 0.000104545656971014 "." "chr_Z"
"evgLocus_363176" 136.808075922137 -8.14510172881401 1.61372712907608 -5.04738476664107 4.47898749508456e-07 0.000104545656971014 "." "chr_06"
"evgLocus_340780" 18845.6288981927 -10.9994146689617 2.18554447418015 -5.03280294631747 4.83359906136804e-07 0.000109248458785147 "." "chr_29"
"evgLocus_340903" 78.6396029950281 -6.97842004595679 1.3932286204899 -5.00881186571014 5.47670753034039e-07 0.000118629581192988 "." NA
"evgLocus_660333" 46.8772811416745 -5.70402492882572 1.13934667739849 -5.00639975696416 5.54575218866961e-07 0.000118629581192988 "." NA
"evgLocus_871" 39.200834179341 -6.72000240574814 1.34135580107063 -5.00985823476847 5.44701448940735e-07 0.000118629581192988 "." NA
"evgLocus_237366" 45.0774103863147 -6.92389246195615 1.38716019600656 -4.99141518181468 5.99385026366034e-07 0.000125965495277872 "RTBS_DROME" NA
"evgLocus_223898" 99.6046258502233 -6.78965355431453 1.36412758301829 -4.97728631752438 6.44819045312143e-07 0.000133177367996451 "REEP2_DANRE" "chr_18"
"evgLocus_12870" 53.1944304499032 -7.16516658347487 1.44125551304743 -4.97147557709919 6.64452357172485e-07 0.000134906352314732 "." NA
"evgLocus_779850" 523.912536482227 9.1199935386146 1.84060993289422 4.95487575918602 7.23765202477403e-07 0.000144499722674614 "." "chr_24"
"evgLocus_414946" 665.394826824043 6.33925250288843 1.28026357290651 4.95152141874723 7.36355132227286e-07 0.000144603248015585 "." "chr_13"
"evgLocus_160981" 23.7477552775727 -5.98432210473952 1.21987172695533 -4.90569784716279 9.30957455288473e-07 0.000179869989627429 "." "chr_17"
"evgLocus_114" 73.3019636373623 -7.63121733806701 1.5601172890179 -4.89143822184733 1.00101813861603e-06 0.000190336448928276 "RTBS_DROME" NA
"evgLocus_155966" 578.012042912371 6.59063375009197 1.35075740314173 4.87921349515672 1.06509721518629e-06 0.000199356242823696 "." NA
"evgLocus_414973" 1911.27252897675 -8.39518197979375 1.72546022530423 -4.86547406696294 1.14182782899928e-06 0.000210430085593574 "CYBR1_DANRE" "chr_20"
"evgLocus_340545" 35.2518515777887 -6.56443282118486 1.35040979908197 -4.86106722984938 1.16754590416937e-06 0.00021190958160674 "." NA
"evgLocus_812638" 72.2778530942206 6.84033585074909 1.41111384897844 4.847472693788 1.2504423734719e-06 0.000223567898385372 "." "chr_Z"
"evgLocus_356597" 62.7597969455735 6.63596709451031 1.37170429669388 4.83775337768095 1.31314932560568e-06 0.000230070007657612 "LRP_CAEEL" "chr_20"
"evgLocus_54596" 662.143629081134 -8.85256771595162 1.83058091327902 -4.83593358356091 1.32522168197472e-06 0.000230070007657612 "EF1B2_BOMMO" "chr_05"
"evgLocus_1787" 34.4159728040621 -6.52920345630673 1.35813086393299 -4.80749214210399 1.52835424372408e-06 0.000257861344867194 "GOR_PANTR" "chr_12"
"evgLocus_222512" 42.4674459915233 -5.5722436528667 1.15839388852696 -4.81031858684309 1.50689917731155e-06 0.000257861344867194 "ABCGN_DICDI" "chr_29"
"evgLocus_734304" 124.629964509382 -6.76491601645651 1.41058260040267 -4.7958311796313 1.62001676032374e-06 0.000269530288498862 "." "chr_20"
"evgLocus_67538" 645.803071707718 -9.33841280660479 1.9495558966984 -4.7900205489976 1.66764234228644e-06 0.000273653255044511 "TBB1_MANSE" "chr_26"
"evgLocus_456369" 627.782755684971 9.96685323334466 2.08400327968315 4.78255160656945 1.73083931073673e-06 0.000280185460855612 "." "chr_20"
"evgLocus_261655" 59.5045399154848 -7.32795575193602 1.53514460259325 -4.77346286438245 1.81084952399139e-06 0.000289228885971905 "ELF1_DROME" "chr_10"
"evgLocus_29332" 60.4650388903848 6.58144525113887 1.38422699176679 4.7545997082014 1.98839990431637e-06 0.00030150686650387 "RS21_PLUXY" NA
"evgLocus_362296" 57.2049410454042 -7.27058659326794 1.52878546647177 -4.75579259007969 1.97669336731115e-06 0.00030150686650387 "PSMD6_HUMAN" "chr_01"
"evgLocus_672598" 487.735404011692 -8.76283282585347 1.84236041899468 -4.75630757994415 1.97165991959736e-06 0.00030150686650387 "HGNAT_MOUSE" "chr_17"
"evgLocus_799753" 143.405280473769 -7.65979292917147 1.60888170184854 -4.76094228703744 1.92691150790516e-06 0.00030150686650387 "RTJK_DROME" NA
"evgLocus_237000" 32.9529307021318 -6.4654461888746 1.36443003531754 -4.73856923515311 2.15232492368133e-06 0.000322283753259734 "CAND1_HUMAN" "chr_10"
"evgLocus_659045" 20.8223490681357 -5.78980776548377 1.22350757170666 -4.73213889261642 2.22166304656444e-06 0.000328559279441918 "STAM1_HUMAN" "chr_01"
"evgLocus_264030" 188.714141244041 -7.33611522029965 1.56198788940703 -4.69665307269739 2.64459064147241e-06 0.000386335991392658 "." "chr_05"
"evgLocus_252312" 390.285812700375 -8.65390012454926 1.84467048647308 -4.69129862921758 2.71476384063657e-06 0.000391809108999824 "TBB1_MANSE" "chr_26"
"evgLocus_512284" 347.187940825094 -8.73563891394578 1.87069476614083 -4.66972970259979 3.01596299799064e-06 0.000430097866106309 "VAT1L_HUMAN" "chr_14"
"evgLocus_470113" 439.640120208386 9.45252664889848 2.02696022241683 4.66340017152771 3.11027098508412e-06 0.000438328660356737 "." "chr_20"
"evgLocus_356471" 2745.6352709366 -8.29164514005059 1.78164636069661 -4.65392309212734 3.25678319508151e-06 0.000453639603417226 "ACSL5_RAT" "chr_05"
"evgLocus_407241" 80.5865781052955 5.99058084878391 1.28819549996036 4.65036622854858 3.31346108893943e-06 0.000456229314763281 "." "chr_20"
"evgLocus_297658" 157.835456974933 4.77111259898286 1.02852833348755 4.63877604888616 3.50478578702518e-06 0.000471728415087355 "BCCIP_DROME" "chr_29"
"evgLocus_715952" 708.861198268868 5.36532840074943 1.15619739519552 4.6404951464556 3.47575340067708e-06 0.000471728415087355 "." "chr_11"
"evgLocus_341979" 54.9503841432221 5.8517743114594 1.2632648815539 4.63226232036256 3.6169146082248e-06 0.000481411334354721 "OBSTE_DROME" "chr_11"
"evgLocus_372805" 29.3571635621633 -5.53029483435438 1.19458203017605 -4.62948101901328 3.66583324842136e-06 0.000482560620690544 "ANX10_DROME" NA
"evgLocus_763271" 19.7760598628272 -5.71326739386045 1.2350239528626 -4.62603772227897 3.72727442632575e-06 0.000485315438619089 "." NA
"evgLocus_484890" 43.4073478249208 -6.86813030499061 1.4888330458801 -4.61309636026424 3.96714268644949e-06 0.000508379223058268 "SKEL2_DROME" "chr_29"
"evgLocus_488418" 3289.54712462324 -8.729799946645 1.8928694433242 -4.61193981308821 3.98928516299167e-06 0.000508379223058268 "." "chr_29"
"evgLocus_26330" 83.6921996566064 -6.80172726040326 1.47844509746363 -4.60059509282563 4.21285641371624e-06 0.000531219020841124 "RNOY_CRAGI" "chr_19"
"evgLocus_43591" 26.4722429773593 -6.1436719545588 1.33730093324057 -4.59408335240698 4.34655629311447e-06 0.00054236872745019 "PSB6_MOUSE" "chr_11"
"evgLocus_206857" 271.105618861329 -7.7773292506206 1.69524646402206 -4.58772775267642 4.48096461842732e-06 0.000553376032620008 "SEC62_HUMAN" "chr_12"
"evgLocus_222354" 396.794285747183 -8.46632015223426 1.84872367260478 -4.57954873283229 4.65980211057501e-06 0.000569589484516102 "." "chr_28"
"evgLocus_384616" 173.83452199854 -7.54423220866059 1.64885896553255 -4.57542601663565 4.75251896013825e-06 0.000575054794176729 "VLDLR_RABIT" "chr_10"
"evgLocus_647708" 102.823955205706 5.53034746534093 1.20927306465173 4.57328260009964 4.80141837440921e-06 0.000575161907070479 "." "chr_05"
"evgLocus_74934" 52.5362602925652 6.37691806226514 1.39588562984388 4.56836715410442 4.91538454944694e-06 0.00058298407443391 "RS21_PLUXY" NA
"evgLocus_251466" 1389.0514711806 -6.58786687163331 1.44519050003868 -4.55847645791817 5.15260390345702e-06 0.000599252836500114 "RALA_DROME" NA
"evgLocus_397745" 348.387846597613 -7.0599252660571 1.54842128554055 -4.55943439423368 5.12915769739113e-06 0.000599252836500114 "ANX10_DROME" NA
"evgLocus_237164" 491.737315051407 -7.7536411756315 1.70211931068329 -4.55528653424353 5.23142180049249e-06 0.00060256924757788 "SVEP1_MOUSE" "chr_01"
"evgLocus_95493" 544.670387633568 -8.54608486597478 1.8772081330417 -4.55255052199636 5.29994277238742e-06 0.000604647756861227 "HGNAT_MOUSE" "chr_17"
"evgLocus_477043" 19.5205671135494 -5.28253133046699 1.16531531128148 -4.53313474844663 5.81147154223781e-06 0.000656751109476101 "." NA
"evgLocus_54193" 508.393864817328 -7.664535894741 1.69316261562 -4.52675710178871 5.98957175986344e-06 0.00067055215057387 "CYBR1_DANRE" "chr_20"
"evgLocus_484059" 28.5636348977348 -6.25531257719475 1.38370781991756 -4.52068889627829 6.16387161328315e-06 0.00067941471396804 "RTJK_DROFU" NA
"evgLocus_510606" 572.838757905568 -7.6576283424602 1.69558705299229 -4.51621067107488 6.29560341017217e-06 0.00067941471396804 "VLDLR_RABIT" "chr_10"
"evgLocus_722099" 120.677198381879 -7.10338892103403 1.57231312025774 -4.51779536118711 6.24868303652982e-06 0.00067941471396804 "LDB2_CHICK" NA
"evgLocus_85717" 227.525278423211 -8.2505728965664 1.82637435326079 -4.51745989634376 6.2585876581978e-06 0.00067941471396804 "." NA
"evgLocus_721841" 299.477089575062 -8.33768022241571 1.8532774148646 -4.4988840610378 6.83110972298672e-06 0.000730623780104088 "TBB1_MANSE" NA
"evgLocus_270993" 195.055447462998 -5.10004066535179 1.13882294151453 -4.47834380520048 7.52243809011166e-06 0.000797445007800421 "HEXC_BOMMO" "chr_19"
"evgLocus_54938" 1713.37351757718 -9.07437408046396 2.02865773112105 -4.47309269634627 7.70963356778541e-06 0.000810120179899136 "PEBPH_CAEEL" "chr_23"
"evgLocus_362295" 26.2475946628801 -6.13089047713693 1.37420147678269 -4.46142038174103 8.14181958263866e-06 0.000848094406786335 "ZNRF2_DANRE" "chr_07"
"evgLocus_367432" 107.823111338633 -6.11939372520264 1.37272321339084 -4.45784967101037 8.27859244564351e-06 0.000854907404365203 "RALA_DROME" NA
"evgLocus_397612" 25.8459271421851 -6.10814925704743 1.37261303951172 -4.45001546773901 8.58641050544014e-06 0.000879116337133909 "." NA
"evgLocus_271052" 59.4330976501952 -6.06138300085436 1.36369520861659 -4.44482239327026 8.7964506423148e-06 0.000885484724741924 "NOG1_DROME" "chr_24"
"evgLocus_516145" 388.855088273188 -8.43208343015565 1.89657974964282 -4.44594192875024 8.75075866389151e-06 0.000885484724741924 "HEP2_RAT" "chr_09"
"evgLocus_261673" 32.3274623599872 -6.43678959991979 1.45035558847542 -4.43807687650309 9.0766203114303e-06 0.000903917954208197 "CUT1_CAEEL" "chr_03"
"evgLocus_42221" 1401.464401555 -8.08820100169281 1.8251503672049 -4.43152583317251 9.35686003187381e-06 0.000903917954208197 "KARG_PLOIN" NA
"evgLocus_484964" 306.720621596364 -8.07133160753479 1.81987966441524 -4.43509082790275 9.20334779506217e-06 0.000903917954208197 "LS14B_HUMAN" "chr_07"
"evgLocus_50602" 17.0598775947307 -5.49348395898043 1.23897066907803 -4.43390961229807 9.25394357999275e-06 0.000903917954208197 "DOA_DROME" "chr_03"
"evgLocus_6394" 577.073946668799 6.66681223080379 1.50397917603982 4.43278227319503 9.30247940323866e-06 0.000903917954208197 "SPCS1_DROME" "chr_15"
"evgLocus_185280" 1146.16342964549 7.07417566701115 1.60154896765461 4.41708359212453 1.00041548422603e-05 0.000948146480833095 "." "chr_08"
"evgLocus_280444" 47.6599897039061 4.89521166636766 1.10893093418066 4.41435216160193 1.0131292223611e-05 0.000948146480833095 "." "chr_Z"
"evgLocus_371693" 53.5336262550689 -4.93753896865238 1.11842231173925 -4.41473575484562 1.01133447817494e-05 0.000948146480833095 "CUT1_CAEEL" "chr_03"
"evgLocus_745999" 39.7481402703081 -5.27066947668584 1.19265476735625 -4.41927506680689 9.9032534923613e-06 0.000948146480833095 "CUT1_CAEEL" "chr_03"
"evgLocus_228703" 607.143434958754 -7.52626609909575 1.7061692636186 -4.41120717597113 1.02795902494174e-05 0.000954567531765671 "." "chr_24"
"evgLocus_215299" 259.945726584513 -7.94827302348911 1.80418174740973 -4.40547247243824 1.05553556527341e-05 0.000957898525485617 "SAM11_MOUSE" NA
"evgLocus_271360" 93.9752163781059 -6.64360187123616 1.50732530568682 -4.40754351178956 1.04549602177567e-05 0.000957898525485617 "TBA3_RAT" "chr_06"
"evgLocus_280648" 153.00819133086 6.92340101289868 1.57117461269014 4.40651278157081 1.05048112388383e-05 0.000957898525485617 "LIPP_MOUSE" "chr_10"
"evgLocus_222385" 729.828028988297 -7.58318859986207 1.7221899794436 -4.40322420312307 1.06653843996178e-05 0.000960606313706933 "NRG_DROME" NA
"evgLocus_34018" 59.0619379511868 -5.95610069440474 1.35470781920609 -4.39659431352161 1.09962592609405e-05 0.000983016340946313 "CYCG_DROME" NA
"evgLocus_721558" 68.2515443982113 -6.23348207769745 1.41890561924835 -4.39316187992798 1.11713879317797e-05 0.000991274489146589 "ACT_MANSE" "chr_15"
"evgLocus_1285" 4382.78222805301 -7.55592036919519 1.72109784675294 -4.39017478492018 1.13259586908165e-05 0.000993842383008323 "." "chr_16"
"evgLocus_252279" 265.61078142045 -6.65569820571316 1.51631078997298 -4.38940239014706 1.13662581577878e-05 0.000993842383008323 "ANX10_DROME" NA
"evgLocus_722794" 62.165714235459 -6.11485907894158 1.39445336936086 -4.38512983890189 1.15916616816492e-05 0.0010062066324962 "." "chr_29"
"evgLocus_300721" 696.06050951886 8.11368257180412 1.85495625458762 4.37405601977815 1.21959060325415e-05 0.00104353398831296 "." "chr_07"
"evgLocus_331066" 47.3356492772629 5.63525324814695 1.28826698540567 4.37428988865412 1.21828398154646e-05 0.00104353398831296 "IAP_GVCPM" "chr_18"
"evgLocus_519988" 311.266467561747 7.3653710324372 1.68458068709411 4.37222810926463 1.22984928550552e-05 0.0010448485525582 "VCP_APIME" "chr_01"
"evgLocus_686934" 24.7067613237902 -5.31893677575549 1.2201654744989 -4.35919298400071 1.30542956026124e-05 0.00110124934523728 "CTNS_DROME" "chr_13"
"evgLocus_24724" 208.481250820652 -7.89716160221785 1.81394425399078 -4.35358561038666 1.33928759247233e-05 0.00112191091400182 "SAM11_MOUSE" NA
"evgLocus_67468" 2469.47655020599 -7.18324776778301 1.65297252961701 -4.34565465491877 1.38860893713417e-05 0.00115514905957849 "ATFC_BOMMO" "chr_07"
"evgLocus_642628" 21.4434104465264 -5.83247903515386 1.3447966116977 -4.33707148309274 1.44393675235225e-05 0.00119289092113294 "." NA
"evgLocus_350984" 299.807449460768 8.31384443895281 1.92657962405502 4.3153391301077 1.59358067258613e-05 0.00130750019704858 "." "chr_26"
"evgLocus_237345" 145.366882428514 -7.60058820086477 1.76396370541187 -4.30881212439124 1.64133718917301e-05 0.00132848501277726 "CSTN1_DROME" "chr_28"
"evgLocus_25105" 39.9697696266868 -6.03843388253012 1.401276793374 -4.30923705515079 1.63818701184823e-05 0.00132848501277726 "SMCE1_RAT" "chr_27"
"evgLocus_760128" 33.782904302961 -6.05932808059612 1.40836700570088 -4.30237861016963 1.68974250065092e-05 0.00135848492720117 "AMPM_MANSE" "chr_06"
"evgLocus_368026" 21.8740622288336 -5.8617584585275 1.36455192581212 -4.29573865797658 1.74112606805474e-05 0.00139046327794851 "." NA
"evgLocus_272453" 21.0376749592893 -5.80411209668756 1.35174423685538 -4.29379459400539 1.75644986975199e-05 0.00139341145627543 "." NA
"evgLocus_222566" 199.452625457602 -5.68488918925224 1.32471341259675 -4.29141060639563 1.77541674878767e-05 0.00139919192327154 "PLST_MOUSE" "chr_28"
"evgLocus_312812" 40.0228260986072 5.98297998235284 1.39680076251284 4.28334530086416 1.84104117374828e-05 0.0014380095569982 "PITH1_DROME" "chr_01"
"evgLocus_750590" 405.078283477725 7.33006585529292 1.71166270155558 4.2824242466879 1.84868078952937e-05 0.0014380095569982 "." "chr_07"
"evgLocus_196929" 34.9990758514445 -5.25691898715696 1.22934333581045 -4.27620082528964 1.90109742334083e-05 0.0014692416796258 "EIF3B_BOMMO" "chr_15"
"evgLocus_133081" 215.996546882398 7.42297518690428 1.73986417588141 4.26641072895466 1.98642927159492e-05 0.00152414640758682 "TENA_DROME" "chr_17"
"evgLocus_169218" 220.930845832863 -6.94062970928346 1.62836391922032 -4.26233327044407 2.02303430007767e-05 0.00152414640758682 "RLBP1_HUMAN" "chr_26"
"evgLocus_295453" 2167.64982919682 5.41139906254962 1.26926846808972 4.26339990206636 2.01339715581188e-05 0.00152414640758682 "." "chr_01"
"evgLocus_322994" 157.898265311429 5.96116939093625 1.3982694803136 4.26324787522308 2.01476806020904e-05 0.00152414640758682 "." "chr_08"
"evgLocus_342403" 56.8947719411189 -5.13983091200561 1.20849079086202 -4.25309894859799 2.10832359192546e-05 0.00157847551922969 "." "chr_10"
"evgLocus_547063" 676.467794111479 5.93073925775499 1.39506256647519 4.25123532110806 2.12594648438215e-05 0.00158178341219961 "." NA
"evgLocus_25532" 5267.92790619715 -7.27995228074268 1.71319017633956 -4.24935443903677 2.14387467193096e-05 0.0015852762157445 "1433E_DROME" "chr_23"
"evgLocus_33463" 61.9805891105971 -6.09092986648578 1.43817858451614 -4.23516935383586 2.28379521108027e-05 0.00166814529472748 "ESTF_MYZPE" NA
"evgLocus_685830" 253.19672886351 -6.79765433667144 1.60492569607304 -4.23549473555321 2.28049046661825e-05 0.00166814529472748 "FLNC_HUMAN" "chr_11"
"evgLocus_686920" 7402.93308428371 -6.04853886484888 1.4308650402592 -4.22719033218757 2.36627500338455e-05 0.00171791565245719 "." "chr_15"
"evgLocus_332891" 89.2879142771208 4.79867356694692 1.13665092131638 4.22176543119279 2.42396291990734e-05 0.00173899588160728 "COPZ1_BOVIN" "chr_24"
"evgLocus_367360" 37.510607227777 5.29516201011288 1.25466347561756 4.22038428073834 2.43886224317575e-05 0.00173899588160728 "." NA
"evgLocus_720709" 2032.90445968048 -7.40437485958555 1.75403635660155 -4.22133488380569 2.42859818545632e-05 0.00173899588160728 "MAS_DROME" NA
"evgLocus_734752" 167.563736209531 -7.49339156939308 1.77671969476066 -4.217542919961 2.4697882018374e-05 0.00175062679703019 "CYCG_DROME" NA
"evgLocus_298739" 9142.11467389532 7.43433531558673 1.76624073699719 4.20912911805327 2.56356868467725e-05 0.0018005951275651 "." "chr_08"
"evgLocus_341136" 139.330709507553 5.45266690418829 1.29589198986842 4.20765538086391 2.58033973897926e-05 0.0018005951275651 "DJSHV_DROME" "chr_01"
"evgLocus_42267" 2569.79488069302 -6.88090209049972 1.63550066796446 -4.20721447889329 2.58537742667332e-05 0.0018005951275651 "TBB1_MANSE" "chr_26"
"evgLocus_253842" 1547.38429942577 6.30289522442414 1.49965918907042 4.20288507572914 2.6353440386237e-05 0.00182478533171522 "." "chr_20"
"evgLocus_368" 14.7641771925863 -5.27730872326924 1.25719191744921 -4.19769539560569 2.69644977937845e-05 0.00185636620156175 "NOC3L_DROME" NA
"evgLocus_199438" 107.299981869097 -6.7187337961654 1.60358797483138 -4.18981303278474 2.79184395828069e-05 0.00189960759072416 "." "chr_12"
"evgLocus_223154" 217.122617119913 -5.89119094263001 1.40648283498971 -4.18859782435461 2.80683315433823e-05 0.00189960759072416 "QUAI_DROME" "chr_01"
"evgLocus_403173" 149.563131964798 6.30183111958366 1.50393167756795 4.19023763750661 2.78662456339398e-05 0.00189960759072416 "." "chr_19"
"evgLocus_98164" 1985.35315732888 8.37852048957752 2.00720219676143 4.17422843752166 2.98997630094315e-05 0.00201218686005607 "." "chr_20"
